#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
blorg_cybernetic;Request Cybernetic Implant;;;;;;;;;;;;;x
blorg_cybernetic_desc;Request the permanent installation of a Cybernetic Implant from the Blorg Commonality. Has an almost equal chance of being anywhere from the most basic level one implant to the maximum level five for any implant.;;;;;;;;;;;;;x
EVTOPTA_MC_9001;;;;;;;;;;;;;;x
EVTDESC_MC_9001;[Root.GetGovernorLetterGreeting]. [Root.GetblorgLetterBlessing].\n\nThe Blorg [From.Offmap.Ruler.GetLongblorgEmperorName], has graciously fulfilled your wish. A wondrous cybernetic has been installed in you by a [From.Offmap.Ruler.Culture.GetName] wizard.;;;;;;;;;;;;;x
EVTOPTA_MC_9001;This magnificant cybernetic will bring you superhuman abilities!;;;;;;;;;;;;;x
blorg_clone;Request Clone;;;;;;;;;;;;;x
blorg_clone_desc;Request a clone of yourself.;;;;;;;;;;;;;x
EVTOPTA_MC_9002;;;;;;;;;;;;;;x
EVTDESC_MC_9002;[Root.GetGovernorLetterGreeting]. [Root.GetblorgLetterBlessing].\n\nThe Blorg [From.Offmap.Ruler.GetLongblorgEmperorName], has graciously fulfilled your wish. A wondrous clone has been decanted for you by a [From.Offmap.Ruler.Culture.GetName] wizard.;;;;;;;;;;;;;x
EVTOPTA_MC_9002;This magnificant clone will bring glory to your dynasty!;;;;;;;;;;;;;x
blorg_vatborn;Request Vat Born;;;;;;;;;;;;;x
blorg_vatborn_desc;Request a Vat Born child made from the best genetic traits of you and your spouse(s).;;;;;;;;;;;;;x
EVTOPTA_MC_9003;;;;;;;;;;;;;;x
EVTDESC_MC_9003;[Root.GetGovernorLetterGreeting]. [Root.GetblorgLetterBlessing].\n\nThe Blorg [From.Offmap.Ruler.GetLongblorgEmperorName], has graciously fulfilled your wish. A wondrous Vat Born child has been decanted for you by a [From.Offmap.Ruler.Culture.GetName] wizard.;;;;;;;;;;;;;x
EVTOPTA_MC_9003;This magnificant child will bring glory to your dynasty!;;;;;;;;;;;;;x
blorg_cybernetic_leg;Request Cybernetic Leg;;;;;;;;;;;;;x
blorg_cybernetic_limb;Request Cybernetic Hand;;;;;;;;;;;;;x
blorg_cybernetic_skeleton;Request Cybernetic Skeleton;;;;;;;;;;;;;x
blorg_hiver_implant;Request Hiver Implant;;;;;;;;;;;;;x
blorg_cybernetic_iaei_mk;Request Iaei Mk Implant;;;;;;;;;;;;;x
blorg_cybernetic_odin_mk;Request Odin Mk Implant;;;;;;;;;;;;;x
blorg_cybernetic_pci_mk;Request Pci Mk Implant;;;;;;;;;;;;;x
blorg_cybernetic_pluto_mk;Request Pluto Mk Implant;;;;;;;;;;;;;x
blorg_cybernetic_thoth_mk;Request Thoth Mk Implant;;;;;;;;;;;;;x
blorg_cybernetic_leg_desc;Request the permanent installation of a Cybernetic Leg from the Blorg Commonality.;;;;;;;;;;;;;x
blorg_cybernetic_limb_desc;Request the permanent installation of a Cybernetic Hand from the Blorg Commonality.;;;;;;;;;;;;;x
blorg_cybernetic_skeleton_desc;Request the permanent installation of a Cybernetic Skeleton from the Blorg Commonality, curing incapable.;;;;;;;;;;;;;x
blorg_hiver_implant_desc;Request the permanent installation of a Cybernetic Hiver Implant from the Blorg Commonality, curing infirm.;;;;;;;;;;;;;x
blorg_cybernetic_iaei_mk_desc;Request the permanent installation of a Cybernetic Iaei Mk Implant from the Blorg Commonality. If you already have a variant of this implant it will be upgraded one level.;;;;;;;;;;;;;x
blorg_cybernetic_odin_mk_desc;Request the permanent installation of a Cybernetic Odin Mk Implant from the Blorg Commonality. If you already have a variant of this implant it will be upgraded one level.;;;;;;;;;;;;;x
blorg_cybernetic_pci_mk_desc;Request the permanent installation of a Cybernetic Pci Mk Implant from the Blorg Commonality. If you already have a variant of this implant it will be upgraded one level.;;;;;;;;;;;;;x
blorg_cybernetic_pluto_mk_desc;Request the permanent installation of a Cybernetic Pluto Mk Implant from the Blorg Commonality. If you already have a variant of this implant it will be upgraded one level.;;;;;;;;;;;;;x
blorg_cybernetic_thoth_mk_desc;Request the permanent installation of a Cybernetic Thoth Mk Implant from the Blorg Commonality. If you already have a variant of this implant it will be upgraded one level.;;;;;;;;;;;;;x
