k_blorg;Blorgenberg;;;;;;;;;x;;;
k_blorg_adj;Blorgenberger;;;;;;;;;x;;;
blorg1Desc;The completely unthinkable has happened! Ships have descended from the sky at (insert location here) carrying creatures that are certainly not human. Calling themselves the "Blorg Commonality", using a device to translate their alien words into something understandable, the Blorg say that they have arrived at Earth to spread benevolence and tolerance. Obviously, many people still mistrust those visitors from the heavens, they'll have to be tolerated for now as they don't seem intent on starting wars anytime soon.;;;;;;;;;x;;;
blorg1Title;First Contact;;;;;;;;;x;;;
blorg1OptA;Unthinkable!;;;;;;;;;x;;;
blorg1OptB;I want to join them!;;;;;;;;;x;;;
CB_NAME_BLORGIST_ANTI_ALIEN;Invasive Species Removal for [Title.GetBaseName];Guerre sainte pour [Title.GetBaseName];Heiliger Krieg um [Title.GetBaseName];;Guerra Santa por [Title.GetBaseName];;;;;;;;;x
WAR_NAME_BLORGIST_ANTI_ALIEN;$ORDER$$FIRST_ADJ$ Invasive Species Removal for $OTHER_TITLE$;$ORDER$Guerre sainte $FIRST_ADJ$ pour $OTHER_TITLE$;$ORDER$$FIRST_ADJ$er Heiliger Krieg um $OTHER_TITLE$;;$ORDER$ Guerra Santa $FIRST_ADJ$ por $OTHER_TITLE$;;;;;;;;;x
blorgist_anti_alien_holy_war;Invasive Species Removal;;;;;;;;;x
blorgist_anti_alien_holy_war_desc; It is important to prevent other alien invaders from altering Earth's cultural and biological diversity.;;;;;;;;;x
hygienic_practices;Hygienic Practices;;;;;;;;;;;;;x
blorg_government;Blorg Junta;;;;;;;;;;;;;x
blorg_government_desc;The Blorg have a militaristic type of oligarchy, the Junta. Its matters are decided by a council of admirals. Due to their Xenophilic ideology any creature can rise through the ranks if it's capable enough, no matter what species.;;;;;;;;;;;;;x
########################
warrior_lodge_blorg;Earth Integration Programme;;;;;;;;;x
warrior_lodge_blorg_desc;This society was founded for the purpose of improving the relations between the Blorg colonists and the native Earthlings. Modeled after the native warrior societies, it too purposefully uses primitive means of fighting, in order to cultivate a sense of comradery and companionship with the native humans.;;;;;;;;;x
warrior_lodge_blorg_rank_1_male;Initiate;;;;;;;;;x
warrior_lodge_blorg_rank_1_female;Initiate;;;;;;;;;x
warrior_lodge_blorg_rank_2_male;Warrior;;;;;;;;;x
warrior_lodge_blorg_rank_2_female;Warrior;;;;;;;;;x
warrior_lodge_blorg_rank_3_male;Veteran;;;;;;;;;x
warrior_lodge_blorg_rank_3_female;Veteran;;;;;;;;;x
warrior_lodge_blorg_rank_4_male;Champion;;;;;;;;;x
warrior_lodge_blorg_rank_4_female;Champion;;;;;;;;;x
