THE_FIVE_PRINCIPLES;The Five Principles;;;;;;;;;x
pancasila;Pancasila;;;;;;;;;x
pancasila_DESC;The Pancasila faith is a relatively new addition to the island of Indonesia. Claiming to follow the teachings of their grand antediluvian leader Sukarno and acting more as a set of philosophical and political beliefs rather than a religion, its adherents believe themselves to be the true continuation of the old world state of Indonesia. All Pancasila rulers consider themselves mere governors in a great Indonesia, regardless if they act independently or not. Those who believe in Pancasila claim that yang Maha Esa gave Sukarno the Five Principles and Thirty-Seven Commandments so that he could lead the people of Indonesia against the forces of wickedness who enslaved the people of Indonesia during his time and lead Indonesia into an age of peace and unity, which they could once again bring if they follow the Principles and Laws. Its followers are very tolerant of any monotheistic religion, seeing them as yet another aspect of yang Maha Esa and are quite charitable to the commoners as the Fifth Principle demands social justice for all Indonesians.;;;;;;;;;x
ALMIGHTY_GOD;Almighty God;;;;;;;;;x
MAHA_ESA;Maha Esa;;;;;;;;;x
TUHAN;Tuhan;;;;;;;;;x
THE_FIVE_PRINCIPLES;The Five Principles and Thirty-Seven Commandments;;;;;;;;;x
PASUKAN_MATAHARI;Pasukan Matahari;;;;;;;;;x
WRETCHEDNESS;Wretchedness;;;;;;;;;x
concordianist;Concordianist;;;;;;;;;x
concordianist_DESC;The Concordianist Church considers itself the sole legitimate successor of the greatest polity the Old World had ever seen - Europa itself. From the days of Charlemagne all the way to the Event, wise Europa functioned as one, unified in diversity. Though Europa has since fallen, they believe she is destined to rise again, as she has many times before. Thus, the Concordianists do not believe it is the destiny of any one man to unite the whole continent by his hand, but rather the collective destiny of all of Europe, once they come to realise their strength in unity. Guided by the many Fathers of Europe, such as Plato, Kant, and Hegel, who themselves have been guided by the divine hand of Providence, the Concordianists, though fallen far from grace, now comprise some of the greatest artists and philosophers in post-Event Europe. Throughout many courts of Europe can be heard the odes to the glory of Europa Regina, reinforcing the fact that though she may have ceased to exist as a polity, she forever lingers on as an idea in the hearts of men. Those whose souls have been touched by the pan-European ideals of the Concordianists venture to Brussels, where Europa first embodied herself as an angel atop a white bull, and a grand cathedral was built atop the hill where the old institutions are buried. Together, they work towards the return of a unified Europa, the Daughter of Elysium.;;;;;;;;;x
concordianist_FEATURES;§Y*§! Rulers of this religion will not follow a tyrants and will be more likely to rebel against them.\n§Y*§! Rulers of this religion have a decision to dismantle factions against them if they are a §MJust Lord§!\n§Y*§! Kings and Emperors of this religion by default utilise parliaments\n§Y*§! Gay marriage is permissible\n§Y*§! This religion deeply believes in the concept of honour on the battlefield and obtained through questing\n§Y*§! Rulers can gain Sympathy towards another religious group\n§Y*§! Army morale is determined by Haruspicy\n§Y*§! Is slightly better at conversion\n§Y*§! Can Form European Union slightly easier\n§Y*§! Wandering Bards will join the courts of these rulers and provide sage advice through song;;;;;;;;;;;;;x
GOD_PROVIDENTIA;Providentia;;;;;;;;;x
GOD_EUROPA_REGINA;Europa Regina;;;;;;;;;x
GOD_CHARLEMAGNE_EU;Charlemagne;;;;;;;;;x
GOD_CONCORDIA;Concordia;;;;;;;;;x
GOD_THE_FATHERS_OF_EUROPE;The Fathers of Europe;;;;;;;;;x
THE_EUROPEAN_IDEA;The European Idea;;;;;;;;;x
GOD_THE_COLLAPSE;The Collapse;;;;;;;;;x
GOD_THE_DARK_AGES;The Dark Ages;;;;;;;;;x
GOD_DISUNITY;Disunity;;;;;;;;;x
GOD_THE_WELTSCHMERZ;The Weltschmerz;;;;;;;;;x
ADONAI;Adonai;;;;;;;;;x
ahmadiyya;Ahmadi;;;;;;;;;x
THE_KNIJGA;The Knijga;;;;;;;;;x
THE_TALES;The Tales;;;;;;;;;x
ahmadiyya_DESC;A form of Islam native to the Indian subcontinent. Ahmadi Muslims believe that a messianic figure known as the Mahdi, named Ahmad, came down to India before the Event, announcing that the people must repent and turn back to the True Islam, or else be destroyed. To those who accepted him he showed the new way of peace, and proclaimed that Islam would no longer be spread by the sword, but by more peaceful means. To those who rejected him, he issued condemnations. The Event then fell upon the people for their lack of faith, while the chosen people remained safe, hidden from the wrath. Now, under the guidance of their Caliph, the Ahmadiyya go forth once again, to preach the religion of peace to every corner of the ruined world.;;;;;;;;;x
AL_FAQIH;al-Faqih;;;;;;;;;x
d_americanist_reformed_adj;Allied;;;;;;;;;;;;;x
d_americanist_reformed;Alliance;;;;;;;;;;;;;x
SUPREME_ALLIED_COMMANDER;Supreme Allied Commander;;;;;;;;;;;;;x
SUPREME_COMMANDER;Supreme Commander;;;;;;;;;;;;;x
SUPREME_COMMANDER_FOA;Dear Commander;;;;;;;;;x
religion_feature_special_amaitist_feature;Has a decision to increase the prosperity of a county periodically by spending a significant sum of money\n§Y*§! Characters and provinces of this religion are more resistant to disease due to their faith especially emphasising cleanliness\n§Y*§! Can choose to become Vegetarian;;;;;;;;;x
THE_LAST_REVELATION;The Last Revelation;;;;;;;;;;;;;x
amaitist;Amaitist;;;;;;;;;;;;;x
amaitist_DESC;One of the first organised religions founded after the Event, Amaitism is a syncretic faith founded by the prophet Amaité in southern California. Amaitists claim that their prophet was formerly a Zoroastrian, given divine revelation by Ahura Mazda. Amaitism states that Ahura Mazda consists of a trinity, with the great prophets of history - Zoroaster, Jesus and Buddha - being emanations of the Father, the Son and the Holy Spirit respectively.  Jesus is the Son of God, whose great sacrifice removed the original sin from mankind, and Zoroaster and Buddha are prophets who spent their days teaching the common man how to enter Heaven by escaping the cycle of rebirth that all humans are otherwise destined for. For each aspect of the Trinity, Ahura Mazda created a counter - forces of chaos meant to bring balance. Angra Mainyu created the material world, Satan created the sins of man and Mara created the cycle of rebirth. Without each divine aspect having its opposite, the world cannot function. Amaitists also believe non-believers can enter heaven, though they have a harder time doing so by rejecting the teachings of Amaité, as it was revealed to them that the great religions of the world are merely single aspects of a single God's plan. Depictions of Amaité are forbidden, the line being drawn at an androgynous figure with a burning face, as they were never an emanation of God, merely a messenger. As such, their final request was for them to be forgotten, not wanting to be deified themselves.;;;;;;;;;;;;;x
sarna_pagan_DESC;Sarnaism is a folk religion practised primarily by the Kurukh and Munda peoples and spread throughout the Chota Nagpur plateau in eastern India. Claiming to be an ancient belief system existing since time immemorial, Sarnaism, known locally as Sarna Dhorom and to outsiders as the Religion of the Holy Woods, is a nature worshipping pagan faith largely detached from surrounding Hindu and Abrahamic religions. Though syncretism is commonplace, Sarnaists reject the Varna system and ignore any foreign religious texts, instead turning inwards, focusing on protecting and nurturing the nature around them. Having a vast and inconsistent amount of deities and spirits, the most frequently worshipped supreme creator is the Sun, known as Dharmes, a force of unquestionable good. The sacred Sarna grove is of especial importance, and it is believed the groves are the abode of Chala Pachchho, a powerful female deity commonly identified as a mother goddess of earth and nature. Once a year Sarnaists observe the Sarhul festival, a three day period of celebration in which adherents celebrate marriage between the Earth and the Sun and offer sacrifices to village deities.;;;;;;;;;x
sarna_pagan;Sarna Dhorom;;;;;;;;;x
sarna_pagan_reformed;Sarna Dhorom;;;;;;;;;x
sarna_pagan_reformed_DESC;Sarnaism is the folk religion of the Kurukh and Munda peoples of the Chota Nagpur plateau in eastern India. Claiming to be an ancient belief system existing since time immemorial, Sarnaism, known locally as Sarna Dhorom and to outsiders as the Religion of the Holy Woods, is a nature worshipping faith largely detached from surrounding Hindu and Abrahamic religions. Sarnaists reject the Varna system and foreign religious texts, instead following a codified set of deities and rituals. The supreme deity of the Sarna religion is the Sun god Dharmes, who is believed to be the force of unquestionable good in the world, hampered only by human vices. Sarnaists believe that the old world was struck down by Dharmes as punishment for mankind's destruction of nature, and consider it their main duty to preserve and protect nature from those who wish to exploit and destroy it. Once a year Sarnaists observe the Sarhul festival, a three day period of celebration in which priests called Pahan offer sacrifices to the mother goddess Chala Pachchho and ancestral spirits, celebrating marriage between the Earth and the Sun.;;;;;;;;;x
GOD_DHARTI_AYO;Dharti Ayo;;;;;;;;;x
GOD_GAON_KHUNT;Gaon Khunt;;;;;;;;;x
e_dvipantara;Dvipantara;;;;;;;;;x
e_dvipantara_adj;Dvipantari;;;;;;;;;x
NORO;Noro;;;;;;;;;x
GRAND_NORO;Grand Noro;;;;;;;;;x
PAHAN;Pahan;;;;;;;;;x
GREAT_PAHAN;Great Pahan;;;;;;;;;x
qingzhen;Qingzhenjiao;;;;;;;;;x
qingzhen_DESC;Islam in China goes by many names - "Orthodox religion", "Cubic religion" or simply "Hui religion", but one word that is used by its followers to exemplify its virtues is "Qingzhenjiao", or the "Pure and True Religion". Due to its isolation from the wider ummah by successive Chinese governments, the Muslims of China have adopted peculiar practices influenced by the local Confucian and Daoist philosophies and other new Chinese religious traditions, such as ancestor veneration and a generally Confucian social outlook. In fact, many Muslims in China consider Confucius on par with the Prophet Muhammad, dubbing him the "Sage of the East" as opposed to the Prophet's status as the "Sage of the West". They will often translate Islamic concepts using Confucian terminology, culminating in the near-syncreticism of Confucianism and Islam present in many of their religious works, such as the Han Kitab, or the use of Taoist clothes by certain members of their Sufi orders.;;;;;;;;;x
qingzhen_FEATURES;§Y*§! Can venerate ancestors \n§Y*§! Can take several ambitions to remove sins\n§Y*§! Has a decision to become a Mystic\n§Y*§! Can declare minor holy wars to restore order.\n§Y*§! Chinese or Related characters of this religion must align with an element \n§Y*§! Can spend Piety to improve the stats of courtiers \n§Y*§! Can spend Piety to improve own stats\n§Y*§! Can meddle with dynastic members traits and stats to improve them\n§Y*§! Rulers can gain Sympathy towards another religious group;;;;;;;;;;;;x
tp_cairn;Cairns;;;;;;;;;;;;;x
tp_cairn_desc;The Stone tombs in which the local nobility's bones are interred once they are ready.;;;;;;;;;;;;;x
khanist_FEATURES;§Y*§! Can Build Cairns in Temple Holdings;;;;;;;;;;;;;x
akjang;Ak Jang;;;;;;;;;;;;;x
akjang_DESC;Ak Jang is an indigenous religion that flourished among the Altai people of Russia's Altai Republic during the 1900s. The Russian Empire was suspicious of the movement's potential to stir up native unrest and perhaps involve outside powers and thus suppressed it. The religion was originally millenarian, charismatic and anti shamanic, the movement gradually lost most of these qualities becoming increasingly routine, institutionalized and accommodating itself to the pre existing Altaian folk religion. It is derived from a combination of Tengriism, Buddhism and Khurmaztism.;;;;;;;;;;;;;x
akjang_FEATURES;§Y*§! Can spend Piety to improve the stats of courtiers\n§Y*§! Can spend Piety to improve own stats.\n§Y*§! Can venerate ancestors\n§Y*§! Can Build Cairns in Temple Holdings\n§Y*§! Rulers can gain Sympathy towards another religious group;;;;;;;;;;;;;x
marapu;Marapu;;;;;;;;;x
marapu_DESC;The Marapu religion is the ancestral religion of Sumba and some of the Flores islands. It is notable for syncretising with christianity and Islam shortly prior to the event, furthermore it is notable for its ancestor worship and the fact that it was one of the few remaining megalithic religions prior to the event, with families often taking on debt to expand their familial cairns.;;;;;;;;;x
marapu_FEATURES;§Y*§! Can venerate ancestors \n§Y*§! Can Build Cairns in Temple Holdings\n§Y*§! Rulers can gain Sympathy towards another religious group\n§Y*§! Can prepare lavish funerals for the deceased\n§Y*§! Can spend Piety to improve the stats of courtiers\n§Y*§! Can spend Piety to improve own stats\n§Y*§! Has a decision to become a Mystic;;;;;;;;;x
wunggur;Wunggurr;;;;;;;;;x
wunggur_DESC;Wunggurr is a name denoting the underlying lifeforce of the world among the Indigenous nations of the Kimberley. To the believers in the Wunggurr, their land was created by Wolaro, a deity who alone divided the world into two moieties - Bramalar and Bronor. He told the animals, rocks, plants and ancestor spirits to which moeity they would belong to, passing down the male line. Spirits known as Wandjina also play an important role among the Kimberley Clans. The Wandjina are protective and totemic spirits contained within rock paintings who are maintained and repainted by local peoples. They appear in many of the creation stories of the land. Additionally, there is reverence for the Rainbow Serpent Lumuru, who is a servant to Wolaro. Lumuru delivers spirit-children into the womb of women, making them pregnant, and transforming said spirit into flesh and blood.;;;;;;;;;x
wunggur_reformed;Wunggurr;;;;;;;;;x
wunggur_reformed_DESC;Wunggurr is a name denoting the underlying lifeforce of the world among the Indigenous nations of the Kimberley. To the believers in the Wunggurr, their land was created by Wolaro, a deity who alone divided the world into two moieties - Bramalar and Bronor. He told the animals, rocks, plants and ancestor spirits to which moeity they would belong to, passing down the male line. Spirits known as Wandjina also play an important role among the Kimberley Clans. The Wandjina are protective and totemic spirits contained within rock paintings who are maintained and repainted by local peoples. They appear in many of the creation stories of the land. Additionally, there is reverence for the Rainbow Serpent Lumuru, who is a servant to Wolaro. Lumuru delivers spirit-children into the womb of women, making them pregnant, and transforming said spirit into flesh and blood. Now that the religion has reformed who can know what shape it will take.;;;;;;;;;x
GOD_THE_WANDJINA;The Wandjina;;;;;;;;;x
GOD_WOLARO;Wolaro;;;;;;;;;x
GOD_LUMURU;Lumuru;;;;;;;;;x
GOD_DJANBA;Djanba;;;;;;;;;x
GOD_BUNDULMIRI;Bundulmiri;;;;;;;;;x
GOD_THE_DJUARI;The Djuari;;;;;;;;;x
GOD_WODOI;Wodoi;;;;;;;;;x
GOD_THE_AGULA;The Agula;;;;;;;;;x
THE_WANDJINA_STORIES;The Wandjina Stories;;;;;;;;;x
HEADMAN;Headman;;;;;;;;;x
temple_baron_wunggur;Headman;;;;;;;;;x
temple_baron_wunggur_reformed;Headman;;;;;;;;;x
temple_baron_female_wunggur;Headwoman;;;;;;;;;x
temple_baron_female_wunggur_reformed;Headwoman;;;;;;;;;x
d_wunggur_reformed;Wunggur Church;;;;;;;;;x
d_wunggur_reformed_adj;Wunggurrian;;;;;;;;;x
d_holy_painted_warriors;Holy Painted Warriors;;;;;;;;;x
d_holy_painted_warriors_adj;Painted;;;;;;;;;x
wunggur_crusader;Painted Warrior;;;;;;;;;x
wunggur_crusader_desc;This character has fought in a Great Holy War against the malevolent forces arrayed against the Wunggur faithful.;;;;;;;;;x
alukta_crusader;Bull Warrior;;;;;;;;;x
