###Religion And Mechanics ###
orange_king;Orange King;;;;;;;;;x
orange_king_DESC;The followers of the Orange King worship the alleged consort of the Queen: Hadit. Tracing their origins back to the ancient order simply known as the Unionists, the adherents of the Thelemic Lodge of the Orange King to this day maintain their loyalty to the Queen and Britannia with a devotion that is seldom matched by even the most zealous of Thelemic practicioners.;;;;;;;;;x

###Gods###
STAT_PIETY_HONOUR;Honour;;;;;;;;;x
GOD_ORANGE_KING;The Orange King;;;;;;;;;x
GOD_COLLINS;The Big Fellow;;;;;;;;;x
GOD_THE_FEIN;The Fein;;;;;;;;;x
GOD_THE_FENIAN;The Fenian;;;;;;;;;x

###Titles###
d_orange_king;Orange Ascendancy;;;;;;;;;x
