## The Blade
novelist2010Title;The Broken Sword;;;;;;;;;x
novelist2010Desc;A fisherman from a nearby village has approached you. He claims that he found an item he believes to hold great value for all Novelists, and is willing to offer it to you.;;;;;;;;;x
EVTOPTA_novelist2010;I have no time for such telltales, send him away!;;;;;;;;;x
EVTOPTB_novelist2010;Intriguing, let him in...;;;;;;;;;x
novelist2011Desc;The Fisherman comes into your court, presenting his finding in front of your throne. 'My lord, I bring you a treasure unlike any others'. He says, unraveling the bundle he carries in his arms. From it emerges the skeleton of a great wolf, in which is embedded the shining blade of a sword. 'I found this in my nets. I believe this is the body of the Beast of Gevedaun, and in it rests the blade of Durandal. I offer this precious treasure to you for a small price.' As one, the court turns to you, awaiting for your decision.;;;;;;;;;x
EVTOPTA_novelist2011;I will pay the price you request!;;;;;;;;;x
EVTOPTB_novelist2011;This is clearly a fabrication. Throw him out!;;;;;;;;;x
EVTOPTC_novelist2011;I have a better idea. Guards, seize the blade!;;;;;;;;;x
EVTOPTD_novelist2011;What a glorious day! You deserve much more!;;;;;;;;;x
novelist2012Desc;Visiting your treasury, you find yourself enchanted by the peerless beauty of the Blade of Durandal. Of all the weapons you have seen, none share quite the same allure. Truly, it was a weapon forged for a God and for the Hero of mankind. And now, you find yourself pondering if perhaps it is possible to reforge it once more...;;;;;;;;;x
EVTOPTA_novelist2012;I shall research this!;;;;;;;;;x
EVTOPTB_novelist2012;No, it's a foolish effort.;;;;;;;;;x
novelist2013Desc;After a long research, your Council has managed to piece together the history of Durendal. They believe that, now that you have the blade, only three more pieces are lost: the pommel, the hilt, and the sheath. It is now up to you to choose which you will pursue.;;;;;;;;;x
EVTOPTA_novelist2013;The Emperor gifted the Sheath to the sailor that led him to his final exile.;;;;;;;;;x
EVTOPTB_novelist2013;The Pommel was stolen by a skilled thief and sold to the White Emperors.;;;;;;;;;x
EVTOPTC_novelist2013;The Hilt was hidden by his family among the skeletons of the Faithful.;;;;;;;;;x
EVTOPTD_novelist2013;All have been found long ago.;;;;;;;;;x
## The Hilt - Route 1
novelist2110Title;The Hilt of Durendal;;;;;;;;;x
novelist2110Desc;The Skeletons of the Faithful must refer to a resting place of great relevance to the Novelist faith and to Aragorn Napoleon. You start to consider your choices.;;;;;;;;;x
EVTOPTA_novelist2110;Perhaps it refers to the battlefields of Waterloo...;;;;;;;;;x
