zarist_crusader;White Guardsman;;;;;;;;;x
zarist_crusader_desc;This character is a veteran of a Great War in the name of the Tsars.;;;;;;;;;x
communist_crusader;Red Guardsman;;;;;;;;;x
communist_crusader_desc;This character is a veteran of a Great Patriotic War, having fought in the name of the Lord.;;;;;;;;;x
esoteric_crusader;Alchemist;;;;;;;;;x
esoteric_crusader_desc;This character is a veteran of a Razumist Great Holy War.;;;;;;;;;x
nobelian_crusader;Bringer of Peace;;;;;;;;;x
novelist_crusader;Crown Paladin;;;;;;;;;x
novelist_crusader_desc;This character is a veteran of a Chanson de Geste.;;;;;;;;;x
khanist_crusader;Rider of Genghis Khan;;;;;;;;;x
khanist_crusader_desc;This character rode into war to fight the enemies of the Great Khan.;;;;;;;;;x
folklorist_crusader;Belyy Volk;;;;;;;;;x
folklorist_crusader_desc;This character has fought in a Great Holy War to protect the ancient tales from all enemies.;;;;;;;;;x
celtic_pagan_crusader;Lú's Own;;;;;;;;;x
celtic_pagan_crusader_desc;This character has fought in a Great Holy War for the glory of Tir na nÓg.;;;;;;;;;x
indian_crusader;Gandhi's Fist;;;;;;;;;x
indian_crusader_desc;This character has fought in a Great Holy War for the glory of Gandhi.;;;;;;;;;x
crusader_maunaxite;Shiva's Reaper;;;;;;;;;x
crusader_maunaxite_desc;This character has participated in a Dharmic Great Holy War.;;;;;;;;;;;;;x
maoist_crusader;Liberator;;;;;;;;;x
maoist_crusader_desc;This character has participated in a People's Liberation War and has carved out their own realm out of the lands of the enemies of the [Root.Religion.GetHighGodName].;;;;;;;;;;;;;x
summer_queen_crusader;Round Table Knight;;;;;;;;;x
summer_queen_crusader_desc;This character is a veteran of a Winter War and has been made into a Knight of the Round Table.;;;;;;;;;;;;;x
gnostic_crusader;Truthseeker;;;;;;;;;x
gnostic_crusader_desc;This character has participated in a war in the name of Satanael to vanquish the servants of Yaldabaoth.;;;;;;;;;;;;;x
oceanic_crusader;Plunderer;;;;;;;;;x
oceanic_crusader_desc;This character has fought in a Great Plunder to gain booty from enemies.;;;;;;;;;;;;;x
lakefolk_crusader;Stormbringer;;;;;;;;;x
lakefolk_crusader_desc;This character has participated in a Cycle's Calling, a holy war in the name of the great Thudnerbird.;;;;;;;;;;;;;x
starist_crusader;Moon-Blessed;;;;;;;;;x
starist_crusader_desc;This character has participated in a Great Moonfall, where in the name of the Moon, the enemies of the faith were punished.;;;;;;;;;;;;;x
crusader_inuit;Warrior of the Sea;;;;;;;;;x
crusader_inuit_desc;This character has participated in a Sea War, fighting to preserve the supremacy of the three rulers of the sea.;;;;;;;;;;;;;x
crusader_sarnaist;Grove Vanguard;;;;;;;;;x
crusader_sarnaist_desc;This character has participated in a Grove Defense, fighting to preserve the holy groves of Sarna.;;;;;;;;;;;;;x
purifier;Purifier;;;;;;;;;x
purifier_desc;This character has fought in the name of Bu Luotuo to vanquish the influence of the heavenly emperors in their homeland.;;;;;;;;;x
comet;Comet;;;;;;;;;x
comet_desc;This character has fought in a Great Holy War for the glory of the lords of water and flame.;;;;;;;;;x
sandung_guardian;Sandung Guardian;;;;;;;;;x
sandung_guardian_desc;This character has fought in a Great Holy War to protect the homes of their ancestral spirits.;;;;;;;;;x
neoncult_crusader;Evangelist;;;;;;;;;x
neoncult_crusader_desc;This character has fought to bring Xihe's heavenly light to every corner of the world.;;;;;;;;;x
shindo_crusader;Dragon Warrior;;;;;;;;;x
shindo_crusader_desc;This character has fought in a Great Holy War against the malevolent forces of the Dragons of the East.;;;;;;;;;x
jok_apois_companion;Jok Apoi's Companion;;;;;;;;;x
jok_apois_companion_desc;This character has followed Bali Penyalong's call to arms, as their prophet did all those years ago.;;;;;;;;;x
immortal_crusader;Immortal;;;;;;;;;x
immortal_crusader_desc;This character has valiantly fought in a Wuist Great Holy War, becoming immortalised in oral teachings ever since.;;;;;;;;;x
justiciar;Justiciar;;;;;;;;;x
justiciar_desc;This character has fought in a Great Holy War, seeking justice for the death of Mae Khwan Khao.;;;;;;;;;x
