BM_WESTERN_EUROPE_ERA;Rise and Fall;;;;;;;;;;;;;x
BM_WESTERN_EUROPE_ERA_INFO;Western Europe has been for decades the fighting ground of Christianity and Paganism. As the French united under the Novelist Empire of Numenor, Catholic, Sevillians and Protestants fought them and each other to achieve hegemony on the land. However, ages of war worn out the great Kingdoms and Empires, causing many to fall and break. Meanwhile, on the British Isles, the new power of Thelema, the British Empire, was growing more and more, until they finally brought down Numenor and conquered France. What is to come for Western Europe in the future? Will the Cross rule the land once more, or will the shadow of Thelema force all under the Will of the Queen?;;;;;;;;;;;;;x
BM_CENTRAL_EUROPE_ERA;Shadow of the Crown;;;;;;;;;;;;;x
BM_CENTRAL_EUROPE_ERA_INFO;Before the Event, it is said that much of Eastern Europe had to bow to the land of Russia, though those that believe in the Tsar or Lord Stalin claim this was for the protection of all. Now however, with Russia broken and divided, new powers have risen to take control of those great lands. Lithuania, Transnistria and Yugoslavia all aim to put this part of Europe under their own rule. Will they be the one that succeed, or will Great Russia be brought back, once again extending its shadow over all those lands?;;;;;;;;;;;;;x
BM_INDIA_ERA;Edge of the World;;;;;;;;;;;;;x
BM_INDIA_ERA_INFO;In the very edge of the old world lies a great eastern land that is known to most as India. Since time immemorial, the subcontinent has remained a home of countless cultures and religious traditions, and this is true even now. The south, home of the Dravidian peoples, has united under a great empire, while the Rajput kings of the northwest squabble over the ruins of another. The King of Kerala, a follower of Christ, sends his armies to Lanka to resolve a civil war, while another Christian realm rises in the far northeast. The eastern coast is dominated by tribes who worship their own gods, and the sultan of Bengal stands alone among a sea of heathens. The northern heartland of the region is ruled with an iron fist by the Gupta king, while his rivals further to the north give shelter to the persecuted Ahmadiyya. The Sikh kingdom of Punjab dreads the possibility of war with the ruler of Pakistan. And in the mountains of the east, a great Dragon is said to sleep.;;;;;;;;;;;;;x
BM_NORTH_AFRICA_ERA;Land of Sand and Rivers;;;;;;;;;;;;;x
BM_NORTH_AFRICA_ERA_INFO;Africa is a varied land, even in the limited reaches of the Mediterranean and the northern Indian Ocean. In this land, the great Sahara Desert and the great River Nile are the core of life for most: one is a shield that divides the Mediterranean from the powers of the south, the other is a great boon to both agriculture and trade. And it is in the surrounding lands that domains great and small fight for supremacy.;;;;;;;;;;;;;x
BM_MIDDLE_ASIA_ERA;Heartland of Faiths;;;;;;;;;;;;;x
BM_MIDDLE_ASIA_ERA_INFO;The Middle East has been for millennia a land of religious birth and conflict: from here come the Abrahamic Faiths, and so it is unsurprising that even now all three fight for supremacy. However, that is not to say that new faiths can also come into place, rising from the time before the Event or from the ashes of dead cities. Who shall win, only time will tell.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
ERA_CHAR_INFO_26660315;SSASS;;;;;;;;;;;;;x
ERA_CHAR_INFO_26660914;SSASS;;;;;;;;;;;;;x
ERA_CHAR_INFO_26660523;SSASS;;;;;;;;;;;;;x
ERA_CHAR_INFO_26660149;SSASS;;;;;;;;;;;;;x
ERA_CHAR_INFO_26660213;SSASS;;;;;;;;;;;;;x
ERA_CHAR_INFO_26660530;SSASS;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
ERA_CHAR_NAME_26661202;Aragorn Bonaparte;;;;;;;;;;;;;x
ERA_CHAR_NAME_26661129;Robert Spatstone;;;;;;;;;;;;;x
ERA_CHAR_NAME_26661219;Erik Leroux;;;;;;;;;;;;;x
ERA_CHAR_NAME_26664161;Franz Klosters;;;;;;;;;;;;;x
ERA_CHAR_NAME_26660315;Peter II Posas;;;;;;;;;;;;;x
ERA_CHAR_NAME_26660914;Sancho VII Aguirre;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
ERA_CHAR_NAME_26664043;Wilhellm Zollern;;;;;;;;;;;;;x
ERA_CHAR_NAME_26664042;Torben Audi;;;;;;;;;;;;;x
ERA_CHAR_NAME_26661504;Vittorio Saragat;;;;;;;;;;;;;x
ERA_CHAR_NAME_26661100;Frederick II Cyflymarian;;;;;;;;;;;;;x
ERA_CHAR_NAME_26660515;Alfonso XV Borbon;;;;;;;;;;;;;x
ERA_CHAR_NAME_26661300;Philippe of Luxembourg;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
ERA_CHAR_NAME_26664081;Dainius Guzas;;;;;;;;;;;;;x
ERA_CHAR_NAME_26669000;Ciprian Dragos;;;;;;;;;;;;;x
ERA_CHAR_NAME_26664006;Edmund II Karadziordziewic;;;;;;;;;;;;;x
ERA_CHAR_NAME_26664016;Emerikos Olympios;;;;;;;;;;;;;x
ERA_CHAR_NAME_26669125;Comrade Genndy;;;;;;;;;;;;;x
ERA_CHAR_NAME_26664146;Alexei Besselov;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
ERA_CHAR_NAME_26672219;Sikandar of Bandra;;;;;;;;;;;;;x
ERA_CHAR_NAME_4000000;Jigme Wangchuck ;;;;;;;;;;;;;x
ERA_CHAR_NAME_26672014;Kavishan Ramachandran;;;;;;;;;;;;;x
