e_commonwealth;Commonwealth;Commonwealth;Commonwealth;;Commonwealth;;;;;;;;;x
e_commonwealth_adj;Commonwealth;Commonwealth;Commonwealth;;Commonwealth;;;;;;;;;x
e_ottoman;Ottomans;Ottomans;Ottomans;;Ottomans;;;;;;;;;x
e_ottoman_adj;Ottoman;Ottoman;Ottoman;;Ottoman;;;;;;;;;x
e_yugoslavia;Jugoslavia;;;;;;;;;x
e_yugoslavia_adj;Jugoslavian;;;;;;;;;x
e_benelux;Benelux;Benelux;Benelux;;Benelux;;;;;;;;;x
e_benelux_adj;Beneluxian;Beneluxien;Beneluxier;;Beneluxiano;;;;;;;;;x
e_al-andalus;Al-Andalus;;;;;;;;;;;;;x
e_al-andalus_adj;Andalusian;;;;;;;;;;;;;x
e_prussia;Great Prussia;;;;;;;;;;;;;x
e_prussia_adj;Prussian;;;;;;;;;;;;;x
e_european_union;European Union;;;;;;;;;x
e_european_union_adj;European;;;;;;;;;x
e_austria_romaia;Austria-Romaia;;;;;;;;;x
e_austria_romaia_adj;Austro-Romani;;;;;;;;;x
e_austria_hungary;Austria-Hungary;;;;;;;;;x
e_austria_hungary_adj;Austro-Hungarian;;;;;;;;;x
e_spain_t;Spain;;;;;;;;;x
e_spain_t_adj;Spanish;;;;;;;;;x
d_upper_silesia;Upper Silesia;;;;;;;;;x
d_upper_silesia_adj;Upper Silesian;;;;;;;;;x
b_kalia_chad;Kalia;;;;;;;;;x
b_lovran;Lovran;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;
c_mush_adj;Mushi;;;;;;;;;x
c_al_anbar_adj;Al-Anbari;;;;;;;;;x
c_tikrit_adj;Tikritian;;;;;;;;;x
b_sanda_2;Sanda;;;;;;;;;x
b_kin2;Kin;;;;;;;;;x
b_khurmen_2;khurmen;;;;;;;;;x
b_bayandalai_2;Bayandalai;;;;;;;;;x
b_khankhongor_2;Khankhongor;;;;;;;;;x
b_bayan_2;Bayan;;;;;;;;;x
b_sharalday_2;Sharalday;;;;;;;;;x
b_urluk_2;Urluk;;;;;;;;;x
b_arshan_2;Arshan;;;;;;;;;x
b_botsiy_2;Botsiy;;;;;;;;;x
b_kudara_2;Kudara;;;;;;;;;x
b_kumora_2;Kumora;;;;;;;;;x
b_dawu_4;Dawu;;;;;;;;;x
b_sitapur_2;Sitapur;;;;;;;;;x
b_na_2;Na;;;;;;;x
e_agatean_empire;Agatea;;;;;;;;;x
e_agatean_empire_adj;Agatean;;;;;;;;;x
e_carpathia_history;Visegrad;;;;;;;;;x
e_carpathia_history_adj;Visegradian;;;;;;;;;x
k_fantastica;Fantastica;;;;;;;;;x
k_fantastica_adj;Fantastican;;;;;;;;;x
k_bohemia_history;Czechia;;;;;;;;;x
k_bohemia_history_adj;Czechian;;;;;;;;;x
k_rohan;Rohan;;;;;;;;;x
k_rohan_adj;Rohanian;;;;;;;;;x
k_hungary_history;Hungary;;;;;;;;;x
k_hungary_history_adj;Hungarian;;;;;;;;;x
b_banaya_2;Banaya;;;;;;;;;x
b_bouria_2;Bouria;;;;;;;;;x
b_koin_2;Koin;;;;;;;;;x
b_farim_2Farim;;;;;;;;;x
b_farim_2;Farim;;;;;;;;;x
d_nagasaki;Nagasaki;;;;;;;;;x
d_nagasaki_adj;Nagasakian;;;;;;;;;x
d_tsushima;Tsushima;;;;;;;;;x
d_tsushima_adj;Tsushiman;;;;;;;;;x
d_kagoshima;Kagoshima;;;;;;;;;x
d_kagoshima_adj;Kagoshiman;;;;;;;;;x
b_banaya_2;Banaya;;;;;;;;;x
b_bouria_2;Bouria;;;;;;;;;x
b_koin_2;Koin;;;;;;;;;x
b_barkayel_2;Barkayel;;;;;;;;;x
b_missira_2;Missira;;;;;;;;;x
b_queimada_2;Queimada;;;;;;;;;x
b_prazeres_2;Prazeres;;;;;;;;;x
b_sil_2;Sil;;;;;;;;;x
b_suel_2;Suel;;;;;;;;;x
b_fajazinha_2;Fajazinha;;;;;;;;;x
b_calheta_1;Calheta;;;;;;;;;x
b_vasyugan_2;Vasyugan;;;;;;;;;x
b_nosok_2;Nosok;;;;;;;;;x
b_kargala_2;Kargala;;;;;;;;;x
b_kuya_2;Kuya;;;;;;;;;x
b_makarovo_2;Makarovo;;;;;;;;;x
b_volonga_2;Volonga;;;;;;;;;x
b_vyucheyskiy_2;Vyucheyskiy;;;;;;;;;x
b_ozero_2;Ozero;;;;;;;;;x
b_kotkino_2;Kotkino;;;;;;;;;x
b_shchelino_2;Shchelino;;;;;;;;;x
b_labozhskoye_2;Labozhskoye;;;;;;;;;x
b_velikovisochnoye_2;Velikovisochnoye;;;;;;;;;x
b_pylemets_2;Pylemets;;;;;;;;;x
b_khongurey_2;Khongurey;;;;;;;;;x
b_oksino_2;Oksino;;;;;;;;;x
b_vorgashor_2;Vorgashor;;;;;;;;;x
b_vorkuta_2;Vorkuta;;;;;;;;;x
b_zakharvan_2;Zakharvan;;;;;;;;;x
b_byk_2;Byk;;;;;;;;;x
b_uyeg_2;Uyeg;;;;;;;;;x
b_byzovaya_2;Byzovaya;;;;;;;;;x
b_chikshino_2;Chikshino;;;;;;;;;x
b_andeg_2;Andeg;;;;;;;;;x
b_akim_2;Akim;;;;;;;;;x
b_krasnoye_2;Krasnoye;;;;;;;;;x
b_pavlovo_2;Pavlovo;;;;;;;;;x
b_bor_2;Bor;;;;;;;;;x
b_tes_2;Tes;;;;;;;;;x
b_nazarovo_2;Nazarovo;;;;;;;;;x
b_ilinka_2;Ilinka;;;;;;;;;x
b_ivanovka_2;Ivanovka;;;;;;;;;x
b_tagara_2;Tagara;;;;;;;;;x
b_tura_2;Tura;;;;;;;;;x
b_rassvet_2;Rassvet;;;;;;;;;x
b_yar_2;Yar;;;;;;;;;x
b_sredny_2;Sredny;;;;;;;;;x
b_vasyugen_2;Vasyugen;;;;;;;;;x
b_bylino_2;Bylino;;;;;;;;;x
b_nazino_2;Nazino;;;;;;;;;x
b_tundrino_2;Tundrino;;;;;;;;;x
b_poykovskiy_2;Poykovskiy;;;;;;;;;x
b_lempino_2;Lempino;;;;;;;;;x
b_singapay_2;Singapay;;;;;;;;;x
b_surgut_2;Surgut;;;;;;;;;x
b_zapolyarnyy_2;Zapolyarnyy;;;;;;;;;x
b_karma_2;Karma;;;;;;;;;x
b_slobozia_2;Slobozia;;;;;;;;;x
b_shatoy_2;Shatoy;;;;;;;;;x
b_karata_2;Karata;;;;;;;;;x
b_kurgan_2;Kurgan;;;;;;;;;x
b_ryn_2;Ryn;;;;;;;;;x
b_eljadida_2;Eljadida;;;;;;;;;x
b_bouyal_2;Bouyal;;;;;;;;;x
b_salah_2;Salah;;;;;;;;;x
b_chateau_2;Chateau;;;;;;;;;x
b_rashid_2;Rashid;;;;;;;;;x
b_taza_2;Taza;;;;;;;;;x
b_dzhida_2;Dzhida;;;;;;;;;x
b_borgoy_2;Borgoy;;;;;;;;;x
b_khyagt_2;Khyagt;;;;;;;;;x
b_bilyutay_2;Bilyutay;;;;;;;;;x
b_la_tour_2;La Tour;;;;;;;;;x
b_shallufa_2;Shallufa;;;;;;;;;x
b_mut_2;Mut;;;;;;;;;x
b_ummana_2;Ummana;;;;;;;;;x
b_rim_2;Rim;;;;;;;;;x
b_loubana_2;Loubana;;;;;;;;;x
b_dogo_3;Dogo;;;;;;;;;x
b_manas_2;Manas;;;;;;;;;x
b_niya_2;Niya;;;;;;;;;x
b_solovetsky_2;Solovetsky;;;;;;;;;x
b_calheta_2;Calheta;;;;;;;;;x
b_miajadas;Miajadas;;;;;;;;;x
b_vitoria_2;Vitoria;;;;;;;;;x
b_tamu_2;Tamu;;;;;;;;;x
b_ponta_delgada_2;Ponta Delgada;;;;;;;;;x
b_candelaria_2;Candelaria;;;;;;;;;x
b_baksan_os;Baksan;;;;;;;;;x
b_gornyy_2;Gornyy;;;;;;;;;x
b_nefteyugansk_2;Nefteyugansk;;;;;;;;;x
b_jakharrah_2;Jakharrah;;;;;;;;;x
b_deni_2;Deni;;;;;;;;;x
b_torou_2;Torou;;;;;;;;;x
b_koro_toro_2;Koro Toro;;;;;;;;;x
b_daulatpura;Daulatpura;;;;;;;;;x
b_mirzawala;Mirzawala;;;;;;;;;x
b_gumjal;Gumjal;;;;;;;;;x
b_banwala;Banwala;;;;;;;;;x
b_netewala;Netewala;;;;;;;;;x
b_koni;Koni;;;;;;;;;x
b_garganagar;Gar;;;;;;;;;x
b_anarestanak;Anarestanak;;;;;;;;;x
b_nugh;Nugh;;;;;;;;;x
b_jazin;Jazin;;;;;;;;;x
b_baghestane;Baghestane;;;;;;;;;x
b_abegarm;Abegarm;;;;;;;;;x
b_boroon;Boroon;;;;;;;;;x
b_islamiyeh;Islamiyeh;;;;;;;;;x
b_borjak;Borjak;;;;;;;;;x
b_khommi;Khommi;;;;;;;;;x
b_kalatenow;Kalatenow;;;;;;;;;x
b_shafiabad;Shafiabad;;;;;;;;;x
b_gaboz;Gaboz;;;;;;;;;x
b_babolhakam;Babolhakam;;;;;;;;;x
b_ebrahimabad;Ebrahimabad;;;;;;;;;x
b_nimbolook;Nimbolook;;;;;;;;;x
b_razdonbal;Razdonbal;;;;;;;;;x
b_mahvaj;Mahvaj;;;;;;;;;x
b_shir_morgh;Shir Morgh;;;;;;;;;x
b_andarik;Andarik;;;;;;;;;x
b_mahmui;Mahmui;;;;;;;;;x
b_esfeshaad;Esfeshaad;;;;;;;;;x
b_feyz_abad;Feyz Abad;;;;;;;;;x
b_mehneh;Mehneh;;;;;;;;;x
b_miandehi;Miadehi;;;;;;;;;x
b_ghoozhd;Ghoozhd;;;;;;;;;x
b_haji_abad;Haji Abad;;;;;;;;;x
b_rushnavand;Rushnavand;;;;;;;;;x
b_band_e_ozbak;Band e Ozbak;;;;;;;;;x
b_bargaz;Bargaz;;;;;;;;;x
b_kalate_teimur;Kalate Teimur;;;;;;;;;x
b_tanurjeh;Tanurjeh;;;;;;;;;x
b_sar_howzak;Sar Howzak;;;;;;;;;x
b_farg;Farg;;;;;;;;;x
b_frutagheh;Frutagheh;;;;;;;;;x
b_moghan;Moghan;;;;;;;;;x
b_zendehjan;Zendehjan;;;;;;;;;x
b_kashmar;Kashmar;;;;;;;;;x
b_seia;Seia;;;;;;;;;x
b_nes_2;Nes;;;;;;;;;x
b_mando_2;Kampen;;;;;;;;;x
b_zug_2;Zug;;;;;;;;;x
b_remkhan_2;Remkhan;;;;;;;;;x
b_guezzam_2;Guezzam;;;;;;;;;x
b_abalessa_2;Abalessa;;;;;;;;;x
b_tessalit_2;Tessalit;;;;;;;;;x
b_romanov_2;Romanov;;;;;;;;;x
b_kirovsk_2;Kirovsk;;;;;;;;;x
b_khargone_2;Khargone;;;;;;;;;x
b_rajgarh_2;Rajgarh;;;;;;;;;x
b_konarak_2;Konarak;;;;;;;;;x
b_bampur_2;Bampur;;;;;;;;;x
b_nukjub_2;Nukjub;;;;;;;;;x
b_esfandiar_2;Esfandiar;;;;;;;;;x
b_turan_2;Turan;;;;;;;;;x
b_arzhan_2;Arzhan;;;;;;;;;x
b_izhma_2;Izhma;;;;;;;;;x
b_indiga_2;Indiga;;;;;;;;;x
b_yula_2;Yula;;;;;;;;;x
b_botou_2;Botou;;;;;;;;;x
b_bordj_2;Bordj;;;;;;;;;x
b_kufra_2;Kufra;;;;;;;;;x
b_germa_2;Germa;;;;;;;;;x
b_dora_2;Dora;;;;;;;;;x
b_tansarga_2;Tamsarga;;;;;;;;;x
b_partiaga_2;Partiaga;;;;;;;;;x
b_dogo_2;Dogo;;;;;;;;;x
b_barah_2;Barah;;;;;;;;;x
b_sabarou_2;Sabarou;;;;;;;;;x
b_hijazah;Hijazah;;;;;;;x
b_frombork2;Frombork;;;;;;;x
b_olsztyn2;Olsztyn;;;;;;;x
b_bogorodsk_sib;Bogorodsk;;;;;;;x
b_kartayol_sib;Kartayol;;;;;;;x
b_vazhgort_sib;Vazhgort;;;;;;;x
b_lemtybozh_sib;Lemtybozh;;;;;;;x
b_kyrta_sib;Kyrta;;;;;;;x
b_dutovo_sib;Dutovo;;;;;;;x
b_ukhta_sib;Ukhta;;;;;;;x
b_vuktyl_sib;Vuktyl;;;;;;;x
b_pazhga_sib;Pazhga;;;;;;;x
b_anyb_sib;Anyb;;;;;;;x
b_mikun_sib;Mikun;;;;;;;x
c_lazistan;Lazistan;;;;;;;;;x
c_lazistan_adj;Lazistani;;;;;;;;;x
b_hopa;Hopa;;;;;;;;;x
b_arhavi;Arhavi;;;;;;;;;x
b_borcka;Borcka;;;;;;;;;x
b_artvin;Artvin;;;;;;;;;x
b_findikli;Findikli;;;;;;;;;x
b_ogdem;Ogdem;;;;;;;;;x
b_ardesen;Ardesen;;;;;;;;;x
c_baku;Baku;;;;;;;;;x
c_baku_adj;Bakuan;;;;;;;;;x
b_baku;Baku;;;;;;;;;x
b_sumqayit;Sumqayit;;;;;;;;;x
b_jangi;Jangi;;;;;;;;;x
b_mardakan;Mardakan;;;;;;;;;x
b_alat;Alat;;;;;;;;;x
b_qobustan;Qobustan;;;;;;;;;x
b_shuraabad;Shuraabad;;;;;;;;;x
b_navahi;Navahi;;;;;;;;;x
c_agsu;Agsu;;;;;;;;;x
c_agsu_adj;Agsuan;;;;;;;;;x
b_agsu;Agsu;;;;;;;;;x
b_baskal;Baskal;;;;;;;;;x
b_sabir;Sabir;;;;;;;;;x
b_ince;Ince;;;;;;;;;x
b_kurdamir;Kurdamir;;;;;;;;;x
b_qushchu;Qushchu;;;;;;;;;x
b_goychay;Goychay;;;;;;;;;x
b_molla_2;Molla;;;;;;;x
b_bani_murr;Bani Murr;;;;;;;;;x
b_luxor;Luxor;;;;;;;;;x
b_girga;Girga;;;;;;;;;x
b_al_khattarah;Al Khattarah;;;;;;;x
b_izbat_as_sallal;Izbat as Sallal;;;;;;x
b_kafr_as_suhbi;Kafr as Suhbi;;;;;;x
b_kafr_saad_bihayri;Kafr Saad Bihayri;;;;;;x
b_manpura_2;Manpura;;;;;;x
b_adihal;Adihal;;;;;x
b_pudi;Pudi;;;;;;;;;x
b_konnayan;Konnayan;;;;;x
b_eeklo;Eeklo;;;;;;;;;;x
b_lebork_2;Lebork;;;;;;;;;x
d_yalala;Yalala;;;;;;;x
d_yalala_adj;Yalalan;;;;;;;x
d_tahert;Tahert;;;;;;;x
d_tahert_adj;Tahertan;;;;;;;x
d_askedal;Askedal;;;;;;;x
d_askedal_adj;Askedali;;;;;;;x
d_ashir;Ashir;;;;;;;x
d_ashir_adj;Ashiri;;;;;;;x
d_biskra;Biskra;;;;;;;x
d_biskra_adj;Biskri;;;;;;;x
d_tendara;Tendara;;;;;;;x
d_tendara_adj;Tendaran;;;;;;;x
d_tebessa;Tebessa;;;;;;;x
d_tebessa_adj;Tebessan;;;;;;;x
b_anah_2;Anah;;;;;;;x
b_sadad_2;Sadad;;;;;;x
b_garoowe_2;Garoowe;;;;;;;x
b_holhol_2;Holhol;;;;;;;;x
b_korahe_2;Korahe;;;;;;;;x
c_north_dvina_adj;North Dvinian;;;;;;;;;x
b_varzuga_2;Varzuga;;;;;;x
b_naantali_2;Naantali;;;;;;x
b_sopot_2;Sopot;;;;;;x
b_aliabad_2;Aliabad;;;;;;x
b_mullingar;Mullingar;;;;;;x
b_yugyd_yag_2;Yugyd Yag;;;;;;;x
b_pomozdino_2;Pomozdino;;;;;;;;;;x
b_vol_dino_2;Vol Dino;;;;;;;;;;;;x
b_salo_2;Salo;;;;;;;x
b_ermakovskiy;Ermakovskiy;;;;;;;;;x
b_baylar;Baylar;;;;x
b_mayno;Mayno;;;;;;x
b_jash;Jash;;;;;;;;;;;x
b_kurosh;Kurosh;;;;;;;;;;;;;;;;;x
b_budunbuto;Budunbuto;;;;;;;;;;x
b_dangorayo;Dangorayo;;;;;;;;;;x
b_yake;Yake;;;;;;;;;;x
b_uchkeken;Uchkeken;;;;;;;;;;x
k_beleriand;Beleriand;;;;;;;;;x
k_beleriand_adj;Beleriander;;;;;;;;;x
k_doggerland_history;Doggerland;;;;;;;;;x
k_doggerland_history_adj;Doggerlander;;;;;;;;;x
d_eritrea;Eritrea;;;;;;;;;x
d_eritrea_adj;Eritrean;;;;;;;;;x
d_bundesliga;Bundesligia;;;;;;;;;x
d_toterpapst;Toterpapstia;;;;;;;;;x
d_luthermanner;Luthermannia;;;;;;;;;x
d_hirten;Hirtenia;;;;;;;;;x
d_wisents;Wisentia;;;;;;;;;x
d_widder;Widderia;;;;;;;;;x
d_taube;Taubia;;;;;;;;;x
d_arminians;Arminia;;;;;;;;;x
d_bundesliga_adj;Bundesligian;;;;;;;;;x
d_toterpapst_adj;Toterpapstian;;;;;;;;;x
d_luthermanner_adj;Luthermanner;;;;;;;;;x
d_hirten_adj;Hirten;;;;;;;;;x
d_wisents_adj;Wisent;;;;;;;;;x
d_widder_adj;Widder;;;;;;;;;x
d_taube_adj;Taubian;;;;;;;;;x
d_arminians_adj;Arminian;;;;;;;;;x
k_cornwall;Cornwall;;;;;;;;;x
k_cornwall_adj;Cornish;;;;;;;;;x
