# Normal
RETTYPE_INF1;Shock;Choc;Schock;;Choque;;;;;;;;;;;x
RETTYPE_INF2;Defence;Défense;Verteidigung;;Defensa;;;;;;;;;;;x
RETTYPE_CAV1;Cavalry;Cavalerie;Kavallerie;;Caballería;;;;;;;;;;;x
RETTYPE_SKIR1;Skirmish;Escarmouche;Gefecht;;Escaramuza;;;;;;;;;;;x
RETTYPE_SKIR2;Light Skirmish;Escarmouche légère;Leichte Plänkler;;Escaramuza;;;;;;;;;x
# New Normal
RETTYPE_HEV_INF1;Small Heavy Infantry;;;;;;;;;x
RETTYPE_HEV_INF2;Heavy Infantry;;;;;;;;;x
RETTYPE_HEV_INF3;Large Heavy Infantry;;;;;;;;;x
RETTYPE_SPR_INF1;Small Spearmen;;;;;;;;;x
RETTYPE_SPR_INF2;Spearmen;;;;;;;;;x
RETTYPE_SPR_INF3;Large Spearmen;;;;;;;;;x
RETTYPE_LIGHT_CAV1;Small Light Cavalry;;;;;;;;;x
RETTYPE_LIGHT_CAV2;Light Cavalry;;;;;;;;;x
RETTYPE_LIGHT_CAV3;Large Light Cavalry;;;;;;;;;x
RETTYPE_HEAVY_CAV1;Small Heavy Cavalry;;;;;;;;;x
RETTYPE_HEAVY_CAV2;Heavy Cavalry;;;;;;;;;x
RETTYPE_HEAVY_CAV3;Large Heavy Cavalry;;;;;;;;;x
RETTYPE_ARCH1;Small Archers;;;;;;;;;x
RETTYPE_ARCH2;Archers;;;;;;;;;x
RETTYPE_ARCH3;Large Archers;;;;;;;;;x
RETTYPE_SKIRMISH1;Small Skirmishers;;;;;;;;;x
RETTYPE_SKIRMISH2;Skirmishers;;;;;;;;;x
RETTYPE_KGB_AGENTS;KGB Agents;;;;;;;;;x
c_karnoi;Karnoi;;;;;;;;;x
c_karnoi_adj;Karnoian;;;;;;;;;x
c_zalinje;Zalinje;;;;;;;;;x
c_zalinje_adj;Zalinji;;;;;;;;;x
c_bargaz;Bargaz;;;;;;;;;x
c_bargaz_adj;Bargazian;;;;;;;;;x
RETTYPE_DEBTCOLLECTORS;Debt Collectors;;;;;;;;;x
RETTYPE_SKIRMISH3;Large Skirmishers;;;;;;;;;x
king_follows_faith;King Follows Faith;;;;;;;;;x
emperor_follows_faith;Emperor Follows Faith;;;;;;;;;x
# Horde
HORDE_RETTYPE_CAV1;Light Rider;Cavalerie légère;Leichte Reiter;;Jinete ligero;;;;;;;;;x
HORDE_RETTYPE_CAV2;Marauder;Maraudeurs;Marodeur;;Merodeador/ora;;;;;;;;;x
HORDE_RETTYPE_CAV3;Skirmish Cavalry;Cavalerie d'escarmouche;Scharmützel-Kavallerie;;Caballería de hostigamiento;;;;;;;;;x
HORDE_RETTYPE_CAV4;Light Horse Archer;Archers à cheval légers;Leichte berittene Bogenschützen;;Arquero de caballería ligera;;;;;;;;;x
HORDE_RETTYPE_CAV5;Light Vanguard;Première ligne légère;Leichte Vorhut;;Vanguardia ligera;;;;;;;;;x
HORDE_RETTYPE_CAV6;Heavy Vanguard;Première ligne lourde;Schwere Vorhut;;Vanguardia pesada;;;;;;;;;x
HORDE_RETTYPE_CAV7;Horse Archer;Archers à cheval;Berittene Bogenschützen;;Arquero a caballo;;;;;;;;;x
HORDE_RETTYPE_EUROPE;Lancer;Lanciers;Lanzenreiter;;Lancero;;;;;;;;;x
HORDE_RETTYPE_INDIAN;Elephant Cavalry;Éléphants de cavalerie;Elefantenkavallerie;;Caballería de elefantes;;;;;;;;;x
HORDE_RETTYPE_DESERT;Camel Cavalry;Chameaux de cavalerie;Kamelkavallerie;;Caballería del camellos;;;;;;;;;x

## Religious Horde
HORDE_RETTYPE_PAGAN;Riders of the Open Sky;Chevaucheurs du Ciel dégagé;Reiter der Offenen Himmel;;Jinetes del Cielo abierto;;;;;x
HORDE_RETTYPE_MUSLIM;Desert Auxiliaries;Auxiliaires bolgars;Bolgarische Hilfstruppen;;Auxiliares búlgar;;;;;x
HORDE_RETTYPE_CHRISTIAN;Knights Auxiliaries;Auxiliaires kéraïtes;Karäische Hilfstruppen;;Auxiliares keraitas;;;;;x
HORDE_RETTYPE_ZOROASTRIAN;Parthian Auxiliaries;Auxiliaires parthes;Partherrische Hilfstruppen;;Auxiliares partos;;;;;x
HORDE_RETTYPE_JEWISH;Khazarian Auxiliaries;Auxiliaires khazars;Chasarische Hilfstruppen;;Auxiliares jázaros;;;;;x
HORDE_RETTYPE_EASTERN;Khitan Auxiliaries;Auxiliaires khitans;Kitanische Hilfstruppen;;Auxiliares kitan;;;;;x

# Tribal
TRIBAL_RET_1;Tribal Warrior;Guerrier tribal;Stammeskrieger;;Guerrero tribal;;;;;;;;;x
TRIBAL_RET_2;Trapper;Trappeur;Fallensteller;;Trampero;;;;;;;;;x
TRIBAL_RET_3;Hunting Party;Chasseurs;Jagdgemeinschaft;;Partida de caza;;;;;;;;;x
TRIBAL_RET_4;Veteran Warrior;Guerrier vétéran;Veteranen Krieger;;Guerrero veterano;;;;;;;;;x
TRIBAL_RET_5;Steppe Riders;Chevaucheurs des steppes;Steppenreiter;;Jinetes de las estepas;;;;;;;;;x
TRIBAL_PIETY_RET_1;Ardent Guardians;Gardiens fervents;Fromme Wächter;;Guardianes ardientes;;;;;;;;;x
TRIBAL_PIETY_RET_2;Sworn Defenders;Fidèles défenseurs;Vereidigte Verteidiger;;Defensores juramentados;;;;;;;;;x

# Cultural
RETTYPE_CUL_TATAR;Tatar Keshiks;;;;;;;;;x
RETTYPE_CUL_EAST_TURKIC;East Turkic Riders;;;;;;;;;x
RETTYPE_CUL_MOLDAVIA;Moldavian Warriors;;;;;;;;;x
RETTYPE_CUL_ALBANIAN;Stradioti;;;;;;;;;x
RETTYPE_CUL_ALAN;Alan Skirmishers;;;;;;;;;x
RETTYPE_CUL_IRAN;Javidan Guard;;;;;;;;;x
RETTYPE_CUL_SIAM;Royal Elephants;;;;;;;;;x
RETTYPE_CUL_MYANMAR;Myanmar Guard;;;;;;;;;x
RETTYPE_CUL_KHMER;Khmer Crossbowmen;;;;;;;;;x
RETTYPE_CUL_CHAM;Chamic Shields;;;;;;;;;x
RETTYPE_CUL_VIET;Viet Veteran;;;;;;;;;x
RETTYPE_CUL_ZOM;Highland Hunters;;;;;;;;;x
RETTYPE_CUL_CENT_HIGH;Highland Warriors;;;;;;;;;x
RETTYPE_REL_PANCASILA;Kopassus;;;;;;;;;x
RETTYPE_CUL_IBANDAYAK;Mandau Swordsman;;;;;;;;;x
RETTYPE_CUL_ASLIAN;Blowpipe Archers;;;;;;;;;x
RETTYPE_CUL_BORNEONIC;Parang Wielders;;;;;;;;;x
RETTYPE_CUL_MALAY;Hulubalang;;;;;;;;;x
RETTYPE_CUL_MALAY_ELEPHANT;Gajah Calvary;;;;;;;;;x
RETTYPE_CUL_MALAY_GUN;Hulubalang;;;;;;;;;x
RETTYPE_CUL_ACEH;Uleebalang;;;;;;;;;x
RETTYPE_CUL_JAVA;Kris Swordsman;;;;;;;;;x
RETTYPE_CUL_SILAT;Silat Masters;;;;;;;;;x
RETTYPE_CUL_BALI_SASAK;Trisula Regiment;;;;;;;;;x
RETTYPE_CUL_HIGH_BALI;Trisula Regiment;;;;;;;;;x
RETTYPE_CUL_INDONESIAN;Koopssus;;;;;;;;;x
RETTYPE_CUL_BRUNEI;Gurkha;;;;;;;;;x
RETTYPE_CUL_SINOMALAY;Sea-Dragon Regiment;;;;;;;;;x
RETTYPE_CUL_SERANI;Kristang Kabaleirus;;;;;;;;;x
RETTYPE_CUL_YANKEE;Overseas Gallowglass;;;;;;;;;x
RETTYPE_CUL_UPSTATE;Hudsonian Dragoon;;;;;;;;;x
RETTYPE_CUL_SOUTHERN;Southern Knights;;;;;;;;;x
RETTYPE_CUL_APPALACHIAN;Appalachian Pikemen;;;;;;;;;x
RETTYPE_CUL_NY;New Yorker Adventurers;;;;;;;;;x
RETTYPE_CUL_DEL;Continental Guard;;;;;;;;;x
RETTYPE_CUL_CANADIAN;Enforcer;;;;;;;;;x
RETTYPE_CUL_SIPAHI;Sipahi;;;;;;;;;x
RETTYPE_CUL_ROMANIAN;Peacekeepers;;;;;;;;;x
RETTYPE_CUL_ROMANI;Lache Monusha;;;;;;;;;x
RETTYPE_CUL_KOREA1;Gapsa;;;;;;;;;x
RETTYPE_CUL_KOREA2;Hwarang;;;;;;;;;x
RETTYPE_CUL_KOREA3;Wonhwa;;;;;;;;;x
RETTYPE_CUL_KOREA4;Hwarang;;;;;;;;;x
RETTYPE_CUL_JEWISH;Tzofim;;;;;;;;;x
RETTYPE_CUL_CHECHEN;Abrek;;;;;;;;;x
RETTYPE_CUL_ATLANT;Atlantian Hoplites;;;;;;;;;x
RETTYPE_CUL_BABYLON;War Chariots of Babylon;;;;;;;;;x
RETTYPE_CUL_CONGO1;Subsaharan Warrior;;;;;;;;;x
RETTYPE_CUL_CONGO2;Imperial Warrior;;;;;;;;;x
RETTYPE_CUL_HUNGARY;Black Army;;;;;;;;;x
RETTYPE_CUL_TURKMEN;Ahalteke Riders;;;;;;;;;x
RETTYPE_CUL_AVAR;Maarulal Warriors;;;;;;;;;x
RETTYPE_CUL_AZER;Qizilbash;;;;;;;;;x
RETTYPE_CUL_COSSACK;Sich Cossacks;;;;;;;;;x
RETTYPE_CUL_KONJ;Konjara Skirmishers;;;;;;;;;;;;;x
RETTYPE_CUL_CZECH;Wagenburg;;;;;;;;;;;;;x
RETTYPE_CUL_ENYSEY;Samoyedic Warriors;;;;;;;;;;;;;x
RETTYPE_CUL_MONGOL;Kheshig;;;;;;;;;;;;;x
RETTYPE_CUL_AMR;Al-Arambiz Shock Troops;;;;;;;;;;;;;x
RETTYPE_CUL_KHAL;Khaliji Flamethrowers;;;;;;;;;;;;;x
RETTYPE_CUL_DANISH;Danish Guard Patrols;;;;;;;;;;;;;x
RETTYPE_CUL_DEUTSCH;Hellebardier;;;;;;;;;;;;;x
RETTYPE_CUL_SIBERIAN;Frontiersmen;;;;;;;;;;;;;x
RETTYPE_CUL_HISP;Tercio;;;;;;;;;;;;;x
RETTYPE_CUL_PORT;Terco;;;;;;;;;;;;;x
RETTYPE_CUL_AUS;Bundespolizei;;;;;;;;;;;;;x
RETTYPE_CUL_GREN;Kalaallit Hunters;;;;;;;;;;;;;x
RETTYPE_CUL_AFGHAN;Jezzailers;;;;;;;;;;;;;x
RETTYPE_CUL_ENG;Longbow;Archer long;Langbogen;;Arco Largo;;;;;;;;;x
RETTYPE_CUL_SCOT;Schiltron;Schiltron;Schiltron;;Sheltron;;;;;;;;;x
RETTYPE_CUL_SCOTTISH;Bannockburn Defenders;;;;;;;;;;;;;x
RETTYPE_CUL_BALT;Baltic Warrior;Guerrier balte;Baltische Krieger;;Guerrero báltico;;;;;;;;;x
RETTYPE_CUL_KAZAKH;Chariots of the Steppes;;;;;;;;;;;;;x
RETTYPE_CUL_FRANK_NOR_GER;Knight;Chevalier;Ritter;;Caballero;;;;;;;;;x
RETTYPE_CUL_IBER;Caballero;Caballero;Caballero;;Caballero español;;;;;;;;;x
RETTYPE_CUL_ITA;Picchiere;Picchiere;Pikeniere;;Piquero;;;;;;;;;x
RETTYPE_CUL_RUS;Druzhina;Droujiina;Druschina;;Druzhina;;;;;;;;;x
RETTYPE_CUL_NORTHGER;Housecarl;Housecarl;Huscarl;;Huscarl;;;;;;;;;x
RETTYPE_CUL_POL;Winged Hussar;Hussard;Husaren;;Húsar;;;;;;;;;x
RETTYPE_CUL_ARAB;Camel Warrior;Chamelier de combat;Kamelreiterei;;Guerrero a camello;;;;;;;;;x
RETTYPE_CUL_BYZ1;Cataphract;Cataphractaire;Kataphrakten;;Catafracto;;;;;;;;;x
