EVTDESCZARIST102;Your journey to emulate [Root.GetEmulatedTsarOrPassage] has flourished reccently. People have started to notice your development, and you got some compliments from some [Root.Religion.GetPriestTitle]s too.;;;;;;;;;x
EVTOPTAZARIST102;I'm a better [Root.GetManWoman] now.;;;;;;;;;x
EVTOPTBZARIST102;I won't stop here!;;;;;;;;;x
EVTDESCZARIST103;Finally, your efforts have paid off. You live like [Root.GetEmulatedTsarOrPassage] in [Root.Religion.GetScriptureName], nobody, peasant, noble or [Root.Religion.GetPriestTitle] could doubt that.;;;;;;;;;x
EVTOPTAZARIST103;[Root.GetEmulatedTsarHeSheCap] must be smiling up there.;;;;;;;;;x
EVTOPTBZARIST103;But I can show even more!;;;;;;;;;x
EVTDESCZARIST104;In the past few days, you hear laughter behind your back, and you know why. You tried everything, but it seems like you failed to emulate [Root.GetEmulatedTsarOrPassage].;;;;;;;;;x
EVTOPTAZARIST104;I guess I have a different path.;;;;;;;;;x
EVTOPTBZARIST104;I just need a little more time.;;;;;;;;;x
EVTDESCZARIST105;The past year was uneventful regarding your efforts to emulate [Root.GetEmulatedTsarOrPassage].;;;;;;;;;x
EVTOPTAZARIST105;Just go on.;;;;;;;;;x
EVTOPTBZARIST105;I shall focus on something else.;;;;;;;;;x

obj_zarist_emulate_peter_title;Emulate Peter the Greatest;;;;;;;;;;;;x
obj_zarist_emulate_nicholas_title;Emulate Nicholas the Passion-Bearer;;;;;;;;;;;;x
obj_zarist_emulate_ivan_title;Emulate Ivan the Formidable;;;;;;;;;;;;x
obj_zarist_emulate_catherine_title;Emulate Katherine the Tsarina;;;;;;;;;;;;x
obj_zarist_emulate_alexander_title;Emulate Alexander the Liberator;;;;;;;;;;;;x
obj_zarist_emulate_alexis_title;Emulate Alexis the Quietest;;;;;;;;;;;;x
obj_zarist_emulate_peter;Emulate Peter the Greatest;;;;;;;;;;;;x
obj_zarist_emulate_nicholas;Emulate Nicholas the Passion-Bearer;;;;;;;;;;;;x
obj_zarist_emulate_ivan;Emulate Ivan the Formidable;;;;;;;;;;;;x
obj_zarist_emulate_catherine;Emulate Catherine the Tsarina;;;;;;;;;;;;x
obj_zarist_emulate_alexander;Emulate Alexander the Liberator;;;;;;;;;;;;x
obj_zarist_emulate_alexis;Emulate Alexis the Quietest;;;;;;;;;;;;x
obj_zarist_emulate_peter_desc;[This.GetTitledFirstName] tries to live according to the ways of Peter the Greatest. [This.GetSheHeCap] focuses on becoming §YDiligent§!, §YHonest§! and §YCruel§!, while avoiding their opposites.;;;;;;;;;;;;x
obj_zarist_emulate_nicholas_desc;[This.GetTitledFirstName] tries to live according to the ways of Nicholas the Passion-Bearer. [This.GetSheHeCap] focuses on becoming §YContent§!, §YTemperate§! and §YHumble§!, while avoiding their opposites.;;;;;;;;;;;;x
obj_zarist_emulate_ivan_desc;[This.GetTitledFirstName] tries to live according to the ways of Ivan the Formidable. [This.GetSheHeCap] focuses on becoming §YCruel§!, §YWroth§! and §YParanoid§!, while avoiding their opposites.;;;;;;;;;;;;x
obj_zarist_emulate_catherine_desc;[This.GetTitledFirstName] tries to live according to the ways of Catherine the Tsarina. [This.GetSheHeCap] focuses on becoming §YAmbitious§!, §YLustful§! and §YDeceitful§!, while avoiding their opposites.;;;;;;;;;;;;x
obj_zarist_emulate_alexander_desc;[This.GetTitledFirstName] tries to live according to the ways of Alexander the Liberator. [This.GetSheHeCap] focuses on becoming §YJust§!, §YKind§! and §YStubborn§!, while avoiding their opposites.;;;;;;;;;;;;x
obj_zarist_emulate_alexis_desc;[This.GetTitledFirstName] tries to live according to the ways of Alexis the Quietest. [This.GetSheHeCap] focuses on becoming §YGregarious§!, §YTrusting§! and §YZealous§!, while avoiding their opposites.;;;;;;;;;;;;x
zarist_emulated_peter;Emulated Peter the Greatest;;;;;;;;;;;;x
zarist_emulated_nicholas;Emulated Nicholas the Passion-Bearer;;;;;;;;;;;;x
