monastic_order_methodist;The Methodist Society;;;;;;;;;x
monastic_order_methodist_desc;Based on the teachings of the pre-event figure John Wesley, the Methodists seek to bring about a revival of the Christian faith through a vigorous commitment to the rules and methods of living a holy life and charitable works.;;;;;;;;;x
monastic_order_methodist_rank_1_male;Brother;;;;;;;;;x
monastic_order_methodist_rank_1_female;Sister;;;;;;;;;x
monastic_order_methodist_rank_2_male;Pastor;;;;;;;;;x
monastic_order_methodist_rank_2_female;Pastor;;;;;;;;;x
monastic_order_methodist_rank_3_male;Preacher;;;;;;;;;x
monastic_order_methodist_rank_3_female;Preacher;;;;;;;;;x
monastic_order_methodist_rank_4_male;Elder;;;;;;;;;x
monastic_order_methodist_rank_4_female;Elder;;;;;;;;;x
storm_drum;Thunderstorm Drum;;;;;;;;;;;;;x
storm_drum_desc;This ancestral drum of the Creyby Dynasty, said to have been made during a particularly vicious thunderstorm, seems to fill those who hear it with bravery beyond imagination.;;;;;;;;;;;;;x
d_istria;Istria;;;;;;;;;x
d_istria_adj;Istrian;;;;;;;;;x
String_Christ;Christ;;;;;;;;;x
order_st_george;Order of St George;;;;;;;;;x
order_st_george_desc;The Most Distinguished Order of Saint Michael and Saint George, called the Order of Saint George by the commoners, is committed to the virtues and values of the great Christian Heroes of ages past.;;;;;;;;;x
order_st_george_rank_1_male;Initiate;;;;;;;;;x
order_st_george_rank_1_female;Initiate;;;;;;;;;x
order_st_george_rank_2_male;Companion;;;;;;;;;x
order_st_george_rank_2_female;Companion;;;;;;;;;x
order_st_george_rank_3_male;Knight Commander;;;;;;;;;x
order_st_george_rank_3_female;Dame Commander;;;;;;;;;x
order_st_george_rank_4_male;Knight Grand Officer;;;;;;;;;x
order_st_george_rank_4_female;Dame Grand Officer;;;;;;;;;x
EVTDESC_george_102;Dear [Root.GetTitledName],\nIt has been made known to me that you wish to join our order. After contemplating on the matter I, [From.GetTitledName], have decided permit this. May you be used well in humbly serving the Lord.;;;;;;;;;x
EVTOPTA_george_102;I am honored.;;;;;;;;;x
EVTDESC_george_122;Dear [Root.GetTitledName],\nYou have served the order well. I hereby appoint you a new station more befitting of your abilities.;;;;;;;;;x
EVTOPTA_george_122;I am honored.;;;;;;;;;x
EVTDESC_george_141;Members of the order should always maintain their fighting ability. There is a drill upcoming that I would like you to take a part in.;;;;;;;;;x
EVTDESC_george_145;While drilling with the Order I met a fellow by the name of [FROM.GetFirstName]. After talking between drills we seem to get along well.;;;;;;;;;x
EVTOPTA_george_145;We should make good friends.;;;;;;;;;x
EVTOPTB_george_145;Now let us focus on the drill.;;;;;;;;;x
EVTDESC_george_146;Partaking in this drill has certainly had an effect. Eyes always seem to be on me to look for guidance and I can feel myself improving. It might even be worth doing these drills in my own time.;;;;;;;;;x
EVTOPTA_george_146;It's all worth it for the Lord.;;;;;;;;;x
EVTDESC_george_150;Same with this one.;;;;;;;;;x
EVTDESC_george_162;Answering your request, a knightly commander by the name of [FROM.GetFirstNameWithNick] has arrived.;;;;;;;;;x
EVTOPTA_george_162;Excellent.;;;;;;;;;x
EVTDESC_george_170;A proclamation has gone out across the lands, carried by messengers of the Order of Saint George, to tell the God-fearing Christian folk that [ROOT.GetTitledName] partakes in a righteous war, and that it is imperative to aid his struggle as the whole of Christendom is under threat should he fail.;;;;;;;;;x
EVTOPTA_george_170;Who wouldn't be convinced by that.;;;;;;;;;x
EVTDESC_george_172;Today our army was approached by force marching under the banner of no earthly Lord, but a banner of the Lord in heaven. They declared their loyalty to our just cause and their will to fight under us until such a time as the conflict is ended.;;;;;;;;;x
EVTOPTA_george_172;And not a moment too soon.;;;;;;;;;x
EVTDESC_george_173;Messengers from the Order of Saint George have reported that it is becoming harder to convince the faithful that our war is just in the eyes of God. How are we to continue?;;;;;;;;;x
EVTOPTA_george_173;I know exactly how to find willing recruits.;;;;;;;;;x
EVTOPTB_george_173;There are always those who will fight for alms.;;;;;;;;;x
EVTOPTC_george_173;We do not need more soldiers.;;;;;;;;;x
st_george_just_war_resume_reinforcements;The additional soldiers will continue to arrive.;;;;;;;;;x
st_george_just_war_end_reinforcements;No more additional soldiers will arrive.;;;;;;;;;x
EVTDESC_george_174;As our war has continued there has been talk among some of those who joined our ranks that our struggle is perhaps no longer the just cause that it was. Some of their leaders have come forward and asked why they should continue leading their men in this conflict and not return to their wives and children to provide for.;;;;;;;;;x
EVTOPTA_george_174;Passionately explain the wider importance of our war.;;;;;;;;;x
EVTOPTB_george_174;Give financial support for their families.;;;;;;;;;x
EVTOPTC_george_174;It is almost harvesting season...;;;;;;;;;x
tooltip_rowdy_troops_leave;The dissatisfied soldiers will leave (This ONLY affects certain units from the Just War events).;;;;;;;;;x
EVTDESC_george_175;Our call for soldiers has brought more than just fighting men our way. We have received offers most unexpected, which should be pursue?;;;;;;;;;x
EVTOPTA_george_175;Our capital needs reinforcing.;;;;;;;;;x
EVTOPTA_george_175;Tell the people of our accomplishments.;;;;;;;;;x
EVTOPTA_george_175;Every man with his own bow, follow.;;;;;;;;;x
EVTOPTA_george_175;Merchant shipping has many uses in times of war.;;;;;;;;;x
########
EVTNAME_cleanup_908;The Stage of Sacrifice;;;;;;;;;x
EVTDESC_cleanup_908;Following increased success on the battlefield, the Grand Mufti has formally announced that all devotees should focus on the shira, or the stage of sacrifice. The Ibadi power base has grown to the point where the Ibadi faith is no longer in immediate danger of destruction, and all devotees are expected to give up material values and duties in order to keep the faith prosperous, and lead them to glory on the battlefield.;;;;;;;;;x
cleanup908OptA;God is great!;;;;;;;;;x
cleanup908OptB;Confidence will be their downfall;;;;;;;;;x
EVTNAME_cleanup_909;The Stage of Manifestation;;;;;;;;;x
EVTDESC_cleanup_909;Following increased setbacks on the field of battle, the Grand Mufti has formally announced that all devotees should focus on preserving the zuhur, or the stage of manifestation. The Ibadi power base has shrunk to the point where devotees are expected to give up bureaucratic duties where necessary in order to preserve the Ibadi state, and lead them to glory on the battlefield.;;;;;;;;;x
cleanup909OptA;Curses!;;;;;;;;;x
cleanup909OptB;Let them fall;;;;;;;;;x
EVTNAME_cleanup_910;The Stage of Defence;;;;;;;;;x
EVTDESC_cleanup_910;Following increased setbacks on the field of battle, the Grand Mufti has formally announced the end of the zuhur, or the stage of manifestation, and the beginning of the difa, or the stage of defence. Desperately calling for self preservation, all devotees are now obligated to focus their efforts on defending their homes, and taking up arms against foreign invaders. Things are looking dim for the Ibadi faithful.;;;;;;;;;x
cleanup910OptA;Curses!;;;;;;;;;x
cleanup910OptB;Let them fall;;;;;;;;;x
EVTNAME_cleanup_911;The Stage of Manifestation;;;;;;;;;x
EVTDESC_cleanup_911;Following a miraculous recovery after being forced on the defensive, the Grand Mufti has formally announced the end of the difa, or the stage of defence, and the beginning of the zuhur, or the stage of manifestation. All devotees are now expected to do their part in preserving the Ibadi state, and lead them to glory on the battlefield.;;;;;;;;;x
cleanup911OptA;God is great!;;;;;;;;;x
cleanup911OptB;Confidence will be their downfall;;;;;;;;;x
########
order_st_george_currency;Service Power;;;;;;;;;x
order_st_george_invite_knight;Invite Knightly Commander;;;;;;;;;x
order_st_george_invite_knight_desc;Invite an experienced leader from the order to your court.;;;;;;;;;x
order_st_george_invite_knight_power_desc;Invite an experienced leader from the order to your court.;;;;;;;;;x
order_st_george_power_1;Donate to the Order;;;;;;;;;x
order_st_george_power_1_power_desc;Donate to the order to gain power.;;;;;;;;;x
order_st_george_power_1_desc;Donate to the order to gain power.;;;;;;;;;x
order_st_george_drill;Drill with the order;;;;;;;;;x
order_st_george_drill_desc;Opportunities to drill with the order allow characters to lose certain negative traits and gain positive ones;;;;;;;;;x
order_st_george_drill_power_desc;Opportunities to drill with the order allow characters to lose certain negative traits and gain positive ones;;;;;;;;;x
order_st_george_just_war;Proclaim Just War;;;;;;;;;x
order_st_george_just_war_desc;Declare your cause to be right by God, causing pilgrim soldiers to rally to your cause as long as you command an army.;;;;;;;;;x
order_st_george_just_war_power_desc;Declare your cause to be right by God, causing pilgrim soldiers to rally to your cause as long as you command an army.;;;;;;;;;x
tooltip_order_st_george_just_war;Declare your cause to be right by God, causing pilgrim soldiers to rally to your cause as long as you command an army.;;;;;;;;;x
EVTTITLE_ANGLICAN_HOLY_24;Reporting For Duty;;;;;;;;;x
EVTDESC_ANGLICAN_HOLY_24;When [Root.Religion.GetName] warriors entered London, their biggest surprise was the perfect condition of Saint Paul's. In the shadows of London, a group of [Root.Religion.GetName] zealous were risking their lives to defend the cathedral. They killed Thelmatic looters and through rigorous drill prevented any damage to the building. Now they have revealed themselves and since they no longer need to work in secret their leader decided to reorganize the group. They chose the name of a legendary order, defending the faith before the event, the Army of Salvation. They are grabbing weapons and ready to go on the fields against the infidel!;;;;;;;;;x
EVTOPTA_ANGLICAN_HOLY_24;Our shields!;;;;;;;;;x
EVTOPTB_ANGLICAN_HOLY_24;Goofy bandits!;;;;;;;;;x
EVTOPTC_ANGLICAN_HOLY_24;Interesting.;;;;;;;;;x
d_army_salvation;Army of Salvation;;;;;;;;;x
quaker;Quaker;Quaker;Quaker;;Quaker;;;;;;;;;x
quaker_DESC;Before the event the Quakers, also known as the Friends, were most well known for their position as conscientious objectors to war and a mostly silent and leaderless style of worship practiced by a portion, along with a theology focused on a direct and internal relationship with God. While this position has made rulership seem unobtainable in the post event world, a surprising number of Quakers have found a penchant among those working for the merchant class.;;;;;;;;;x
library;Library;;;;;;;;;x
great_books;Great Books;;;;;;;;;x
mystic_tome_slots;Mystic Tomes;;;;;;;;;x
mystic_insight_slots;Mystic Insights;;;;;;;;;x
eyes;Eyes;;;;;;;;;x
totem;Totems;;;;;;;;;x
relics;Relics;;;;;;;;;x
salvage;Salvage;;;;;;;;;x
chariot;Chariot;;;;;;;;;x
hand;Rings;;;;;;;;;x
stele;Stele;;;;;;;;;x
