or_retinue_1;Republican Barracks;;;;;;;;;;;;;x
or_retinue_2;Republican Barracks;;;;;;;;;;;;;x
or_retinue_3;Republican Barracks;;;;;;;;;;;;;x
or_retinue_4;Republican Barracks;;;;;;;;;;;;;x
ca_town_wall_1;Castle Town Wall;;;;;;;;;;;;;x
ca_town_wall_2;Castle Town Wall;;;;;;;;;;;;;x
ca_town_wall_3;Castle Town Wall;;;;;;;;;;;;;x
ca_town_wall_1_desc;The low walls that surround the castle's small town providing some protection from siege;;;;;;;;;;;;;x
or_retinue_1_desc;This barracks is built to maintain the standing army of the Republic.;;;;;;;;;;;;;x
or_headquarters_1;Headquarters;;;;;;;;;;;;;x
or_headquarters_2;Grand Headquarters;;;;;;;;;;;;;x
or_headquarters_3;Central Command;;;;;;;;;;;;;x
or_headquarters_1_desc;This complex serves as the headquarters of the Republic’s army.;;;;;;;;;;;;;x
fortress_monestary_1;Fortress Monestary;;;;;;;;;;;;;x
fortress_monestary_1_desc;Holy orders fortify temples, churches and mosques much like fortresses to keep the heathen and infidel at bay;;;;;;;;;;;;;x
ribat_1;Ribat;;;;;;;;;;;;;x
ribat_1_desc;Holy orders fortify temples, churches and mosques much like fortresses to keep the heathen and infidel at bay;;;;;;;;;;;;;x
ct_colonial_fort;Colonial Fort;;;;;;;;;;;;;x
ct_colonial_fort_desc;A Colonial state either currently or in the past has held this city and constructed a small yet very defensive fort in this city to cement it's rule.;;;;;;;;;;;;;x
ca_beaurcratic_headquarters_1;County Office;;;;;;;;;;;;;x
ca_beaurcratic_headquarters_2;Magistrate;;;;;;;;;;;;;x
ca_beaurcratic_headquarters_3;Magistrate and Law Court;;;;;;;;;;;;;x
ct_beaurcratic_headquarters_1;County Office;;;;;;;;;;;;;x
ct_beaurcratic_headquarters_2;Magistrate;;;;;;;;;;;;;x
ct_beaurcratic_headquarters_3;Magistrate and Law Court;;;;;;;;;;;;;x
beaurcratic_headquarters_1_desc;The regional bureau through which all administration of this area is carried out. Its primary function is the collection of taxes and recording census data.;;;;;;;;;;;;;x
tp_office_trade_management_1;Office of Trade Management;;;;;;;;;;;;;x
tp_office_trade_management_2;Office of Trade Management;;;;;;;;;;;;;x
tp_office_trade_management_3;Office of Trade Management;;;;;;;;;;;;;x
tp_office_trade_management_4;Office of Trade Management;;;;;;;;;;;;;x
tp_office_trade_management_5;Office of Trade Management;;;;;;;;;;;;;x
tp_office_trade_management_6;Office of Trade Management;;;;;;;;;;;;;x
ca_office_trade_management_1;Office of Trade Management;;;;;;;;;;;;;x
ca_office_trade_management_2;Office of Trade Management;;;;;;;;;;;;;x
ca_office_trade_management_3;Office of Trade Management;;;;;;;;;;;;;x
ca_office_trade_management_4;Office of Trade Management;;;;;;;;;;;;;x
ca_office_trade_management_5;Office of Trade Management;;;;;;;;;;;;;x
ca_office_trade_management_6;Office of Trade Management;;;;;;;;;;;;;x
ct_office_trade_management_1;Office of Trade Management;;;;;;;;;;;;;x
ct_office_trade_management_2;Office of Trade Management;;;;;;;;;;;;;x
ct_office_trade_management_3;Office of Trade Management;;;;;;;;;;;;;x
ct_office_trade_management_4;Office of Trade Management;;;;;;;;;;;;;x
ct_office_trade_management_5;Office of Trade Management;;;;;;;;;;;;;x
ct_office_trade_management_6;Office of Trade Management;;;;;;;;;;;;;x
office_trade_management_desc;This building houses staffers, accountants and magistrates that help manage the day to day affairs of trade in the realm, allowing the ruler to manage a more extensive trade network.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
