###Pondichérien Feudal RULERS
king_pondicherien;Rua;;;;;;;;;;;;;x
king_female_pondicherien;Reini;;;;;;;;;;;;;x
emperor_pondicherien;Empera;;;;;;;;;;;;;x,,,,,,
emperor_female_pondicherien;Empératris;;;;;;;;;;;;;x,,,,,,
###Yunani Feudal RULERS
count_yoonaanee;Komas;;;;;;;;;;;;;x,,,,,,
count_female_yoonaanee;Komeyi;;;;;;;;;;;;;x,,,,,,
duke_yoonaanee;Daspat;;;;;;;;;;;;;x,,,,,,
duke_female_yoonaanee;Daspateyi;;;;;;;;;;;;;x,,,,,,
king_yoonaanee;Basileya;;;;;;;;;;;;;x,,,,,,
king_female_yoonaanee;Basileyi;;;;;;;;;;;;;x,,,,,,
emperor_yoonaanee;Mahabasileya;;;;;;;;;;;;;x,,,,,,
emperor_female_yoonaanee;Mahabasileyi;;;;;;;;;;;;;x,,,,,,
,,,,,,
###Tamil Oligarchic Republic RULERS
oligarchic_republic_baron_tamil;Nattamai;;;;;;;;;;;;;x
oligarchic_republic_baron_female_tamil;Nattamai;;;;;;;;;;;;;x
oligarchic_republic_duke_tamil;Amaichar;;;;;;;;;;;;;x
oligarchic_republic_duke_female_tamil;Amaichar;;;;;;;;;;;;;x
oligarchic_republic_king_tamil;Mudalamaichar;;;;;;;;;;;;;x
oligarchic_republic_king_female_tamil;Mudalamaichar;;;;;;;;;;;;;x
oligarchic_republic_emperor_tamil;Pradamar;;;;;;;;;;;;;x
oligarchic_republic_emperor_female_tamil;Pradamar;;;;;;;;;;;;;x
,,,,,,
###Tamil Oligarchic Republic TITLES_OF
oligarchic_republic_duchy_of_tamil;Siriya Kudiyarasu;;;;;;;;;;;;;x
oligarchic_republic_kingdom_of_tamil;Kudiyarasu;;;;;;;;;;;;;x
oligarchic_republic_empire_of_tamil;Perum Kudiyarasu;;;;;;;;;;;;;x
,,,,,,
###Tamil Oligarchic Republic TITLES
oligarchic_republic_duchy_tamil;Siriya Kudiyarasu;;;;;;;;;;;;;x
oligarchic_republic_kingdom_tamil;Kudiyarasu;;;;;;;;;;;;;x
oligarchic_republic_empire_tamil;Perum Kudiyarasu;;;;;;;;;;;;;x
,,,,,,
###Hindustani Oligarchic Republic RULERS
oligarchic_republic_baron_hindustani;Sarpanch;;;;;;;;;;;;;x
oligarchic_republic_baron_female_hindustani;Sarpanch;;;;;;;;;;;;;x
oligarchic_republic_count_hindustani;Mahapaur;;;;;;;;;;;;;x
oligarchic_republic_count_female_hindustani;Mahapaur;;;;;;;;;;;;;x
oligarchic_republic_duke_hindustani;Rajyapal;;;;;;;;;;;;;x
oligarchic_republic_duke_female_hindustani;Rajyapal;;;;;;;;;;;;;x
oligarchic_republic_king_hindustani;Mukhya Mantri;;;;;;;;;;;;;x
oligarchic_republic_king_female_hindustani;Mukhya Mantri;;;;;;;;;;;;;x
oligarchic_republic_emperor_hindustani;Pradhan Mantri;;;;;;;;;;;;;x
oligarchic_republic_emperor_female_hindustani;Pradhan Mantri;;;;;;;;;;;;;x
,,,,,,
###Hindustani Oligarchic Republic TITLES_OF
oligarchic_republic_duchy_of_hindustani;Chhota Ganarajya;;;;;;;;;;;;;x
oligarchic_republic_kingdom_of_hindustani;Ganarajya;;;;;;;;;;;;;x
oligarchic_republic_empire_of_hindustani;Maha Ganarajya;;;;;;;;;;;;;x
,,,,,,
###Hindustani Oligarchic Republic TITLES
oligarchic_republic_duchy_hindustani;Chhota Ganarajya;;;;;;;;;;;;;x
oligarchic_republic_kingdom_hindustani;Ganarajya;;;;;;;;;;;;;x
oligarchic_republic_empire_hindustani;Maha Ganarajya;;;;;;;;;;;;;x
,,,,,,
###Bengali Oligarchic Republic RULERS
oligarchic_republic_duke_bengali;Montri;;;;;;;;;;;;;x
oligarchic_republic_duke_female_bengali;Montri;;;;;;;;;;;;;x
oligarchic_republic_king_bengali;Protimontri;;;;;;;;;;;;;x
oligarchic_republic_king_female_bengali;Protimontri;;;;;;;;;;;;;x
oligarchic_republic_emperor_bengali;Prodhanmontri;;;;;;;;;;;;;x
oligarchic_republic_emperor_female_bengali;Prodhanmontri;;;;;;;;;;;;;x
,,,,,,
###Bengali Feudal RULERS
baron_bengali;Mawla;;;;;;;;;;;;;x
baron_female_bengali;Mohtarma;;;;;;;;;;;;;x
count_bengali;Mirza;;;;;;;;;;;;;x
count_female_bengali;Bibi;;;;;;;;;;;;;x
duke_bengali;Nawab;;;;;;;;;;;;;x
duke_female_bengali;Begum;;;;;;;;;;;;;x
king_bengali;Sultan;;;;;;;;;;;;;x
king_female_bengali;Sultana;;;;;;;;;;;;;x
emperor_bengali;Badshah;;;;;;;;;;;;;x
emperor_female_bengali;Maharani;;;;;;;;;;;;;x
,,,,,,
###WIP Neovedic Tribal TITLES_OF
tribal_kingdom_of_neovedic;Janapada;;;;;;;;;;;;;x
tribal_empire_of_neovedic;Maha Janapada;;;;;;;;;;;;;x
,,,,,,
###WIP Neovedic Tribal TITLES
tribal_kingdom_neovedic;Janapada;;;;;;;;;;;;;x
tribal_empire_neovedic;Maha Janapada;;;;;;;;;;;;;x
,,,,,,
###Angrezi Feudal RULERS
baron_angrezi;Baren;;;;;;;;;;;;;x
baron_female_angrezi;Baren;;;;;;;;;;;;;x
count_angrezi;Canissener;;;;;;;;;;;;;x
count_female_angrezi;Caniccener;;;;;;;;;;;;;x
duke_angrezi;Gavernar;;;;;;;;;;;;;x
duke_female_angrezi;Gavernar;;;;;;;;;;;;;x
king_angrezi;Presedent;;;;;;;;;;;;;x
king_female_angrezi;Presedent;;;;;;;;;;;;;x
emperor_angrezi;Viserai;;;;;;;;;;;;;x
emperor_female_angrezi;Viserai;;;;;;;;;;;;;x
,,,,,,
###Angrezi Feudal TITLES
barony_angrezi;Bareni;;;;;;;;;;;;;x
county_angrezi;Destrect;;;;;;;;;;;;;x
duchy_angrezi;Pravense;;;;;;;;;;;;;x
kingdom_angrezi;Presedensi;;;;;;;;;;;;;x
empire_angrezi;Viseraelti;;;;;;;;;;;;;x
,,,,,,
###Angrezi Feudal TITLES_OF
barony_of_angrezi;Bareni sef;;;;;;;;;;;;;x
county_of_angrezi;Destrect sef;;;;;;;;;;;;;x
duchy_of_angrezi;Pravense sef;;;;;;;;;;;;;x
kingdom_of_angrezi;Presedensi sef;;;;;;;;;;;;;x
empire_of_angrezi;Viseraelti sef;;;;;;;;;;;;;x
,,,,,,
#Tamil and Peninsular titles are modified versions of titles taken from the Nomina Vera mod, with permission
###Tamil Feudal RULERS
baron_tamil;Vel;;;;;;;;;;;;;x,,,,,,
baron_female_tamil;Veli;;;;;;;;;;;;;x,,,,,,
count_tamil;Mannen;;;;;;;;;;;;;x,,,,,,
count_female_tamil;Manni;;;;;;;;;;;;;x,,,,,,
duke_tamil;Vendan;;;;;;;;;;;;;x,,,,,,
duke_female_tamil;Vendi;;;;;;;;;;;;;x,,,,,,
king_tamil;Rajeh;;;;;;;;;;;;;x,,,,,,
king_female_tamil;Rani;;;;;;;;;;;;;x,,,,,,
emperor_tamil;Maharajen;;;;;;;;;;;;;x,,,,,,
emperor_female_tamil;Maharani;;;;;;;;;;;;;x,,,,,,
,,,,,,
###Tamil Feudal TITLES,,,,,,
barony_of_tamil;Velu;;;;;;;;;;;;;x,,,,,,
county_of_tamil;Mannu;;;;;;;;;;;;;x,,,,,,
duchy_of_tamil;Vendu;;;;;;;;;;;;;x,,,,,,
kingdom_of_tamil;Rajeyo;;;;;;;;;;;;;x,,,,,,
empire_of_tamil;Maharajeyo;;;;;;;;;;;;;x,,,,,,
barony_tamil;Velu;;;;;;;;;;;;;x,,,,,,
county_tamil;Mannu;;;;;;;;;;;;;x,,,,,,
duchy_tamil;Vendu;;;;;;;;;;;;;x,,,,,,
kingdom_tamil;Rajeyo;;;;;;;;;;;;;x,,,,,,
empire_tamil;Maharajeyo;;;;;;;;;;;;;x,,,,,,
,,,,,,
##Tamil Feudal MISC
title_prince_tamil;Iran;;;;;;;;;;;;;x,,,,,,
title_prince_female_tamil;Iral;;;;;;;;;;;;;x,,,,,,
,,,,,,
##Tamil Feudal JOBS
job_chancellor_tamil;Udaviyaalar;;;;;;;;;;;x,,,,,,
job_spymaster_tamil;Veyan;;;;;;;;;;;x,,,,,,
job_treasurer_tamil;Ndirvaaki;;;;;;;;;;;x,,,,,,
job_marshal_tamil;Maravan;;;;;;;;;;;x,,,,,,
job_spiritual_tamil;Navalar;;;;;;;;;;;x,,,,,,
,,,,,,
###Peninsular Feudal RULERS
baron_peninsular;Vel;;;;;;;;;;;;;x,,,,,,
baron_female_peninsular;Veli;;;;;;;;;;;;;x,,,,,,
count_peninsular;Mannan;;;;;;;;;;;;;x,,,,,,
count_female_peninsular;Manni;;;;;;;;;;;;;x,,,,,,
duke_peninsular;Ventan;;;;;;;;;;;;;x,,,,,,
duke_female_peninsular;Venti;;;;;;;;;;;;;x,,,,,,
king_peninsular;Arasan;;;;;;;;;;;;;x,,,,,,
king_female_peninsular;Arasi;;;;;;;;;;;;;x,,,,,,
emperor_peninsular;Perarasan;;;;;;;;;;;;;x,,,,,,
emperor_female_peninsular;Perarasi;;;;;;;;;;;;;x,,,,,,
,,,,,,
###Peninsular Feudal TITLES
barony_of_peninsular;Velu;;;;;;;;;;;;;x,,,,,,
county_of_peninsular;Mannu;;;;;;;;;;;;;x,,,,,,
duchy_of_peninsular;Ventu;;;;;;;;;;;;;x,,,,,,
kingdom_of_peninsular;Arasu;;;;;;;;;;;;;x,,,,,,
empire_of_peninsular;Perarasu;;;;;;;;;;;;;x,,,,,,
barony_peninsular;Velu;;;;;;;;;;;;;x,,,,,,
county_peninsular;Mannu;;;;;;;;;;;;;x,,,,,,
duchy_peninsular;Ventu;;;;;;;;;;;;;x,,,,,,
kingdom_peninsular;Arasu;;;;;;;;;;;;;x,,,,,,
empire_peninsular;Perarasu;;;;;;;;;;;;;x,,,,,,
,,,,,,
##Peninsular Feudal MISC
title_prince_peninsular;Iran;;;;;;;;;;;;;x,,,,,,
title_prince_female_peninsular;Iral;;;;;;;;;;;;;x,,,,,,
,,,,,,
##Peninsular Feudal JOBS
job_chancellor_peninsular;Utaviyaalar;;;;;;;;;;;x,,,,,,
job_spymaster_peninsular;Veyan;;;;;;;;;;;x,,,,,,
job_treasurer_peninsular;Ndirvaaki;;;;;;;;;;;x,,,,,,
job_marshal_peninsular;Maravan;;;;;;;;;;;x,,,,,,
job_spiritual_peninsular;Navalar;;;;;;;;;;;x,,,,,,
,,,,,,
###Sinhala Feudal RULERS
baron_sinhala;Daputa;;;;;;;;;;;;;x,,,,,,
baron_female_sinhala;Daputana;;;;;;;;;;;;;x,,,,,,
count_sinhala;Takur;;;;;;;;;;;;;x,,,,,,
count_female_sinhala;Takurana;;;;;;;;;;;;;x,,,,,,
duke_sinhala;Rada;;;;;;;;;;;;;x,,,,,,
duke_female_sinhala;Radana;;;;;;;;;;;;;x,,,,,,
king_sinhala;Maharada;;;;;;;;;;;;;x,,,,,,
king_female_sinhala;Maharadana;;;;;;;;;;;;;x,,,,,,
emperor_sinhala;Surata;;;;;;;;;;;;;x,,,,,,
emperor_female_sinhala;Suradana;;;;;;;;;;;;;x,,,,,,
,,,,,,
###Sinhala Feudal TITLES_OF
barony_of_sinhala;Dama;;;;;;;;;;;;;x,,,,,,
county_of_sinhala;Tikana;;;;;;;;;;;;;x,,,,,,
duchy_of_sinhala;Rada;;;;;;;;;;;;;x,,,,,,
kingdom_of_sinhala;Ratura;;;;;;;;;;;;;x,,,,,,
empire_of_sinhala;Surata;;;;;;;;;;;;;x,,,,,,
,,,,,,
###Sinhala Feudal TITLES
barony_sinhala;Dama;;;;;;;;;;;;;x,,,,,,
county_sinhala;Tikana;;;;;;;;;;;;;x,,,,,,
duchy_sinhala;Rada;;;;;;;;;;;;;x,,,,,,
kingdom_sinhala;Ratura;;;;;;;;;;;;;x,,,,,,
empire_sinhala;Surata;;;;;;;;;;;;;x,,,,,,
,,,,,,
###Sinhala Republic RULERS
city_baron_sinhala;Nuvaraputa;;;;;;;;;;;;;x,,,,,,
city_baron_female_sinhala;Nuvaraputana;;;;;;;;;;;;;x,,,,,,
city_count_sinhala;Nuvarasumi;;;;;;;;;;;;;x,,,,,,
city_count_female_sinhala;Nuvarasumina;;;;;;;;;;;;;x,,,,,,
city_duke_sinhala;Mahasumi;;;;;;;;;;;;;x,,,,,,
city_duke_female_sinhala;Mahasumina;;;;;;;;;;;;;x,,,,,,
city_king_sinhala;Radasumi;;;;;;;;;;;;;x,,,,,,
city_king_female_sinhala;Radasumina;;;;;;;;;;;;;x,,,,,,
city_emperor_sinhala;Maharadasumi;;;;;;;;;;;;;x,,,,,,
city_emperor_female_sinhala;Maharadasumina;;;;;;;;;;;;;x,,,,,,
,,,,,,
###Sinhala Republic TITLES_OF
city_barony_of_sinhala;Nuvara;;;;;;;;;;;;;x,,,,,,
city_county_of_sinhala;Mahanuvara;;;;;;;;;;;;;x,,,,,,
city_duchy_of_sinhala;Nuvararada;;;;;;;;;;;;;x,,,,,,
city_kingdom_of_sinhala;Mahanuvararada;;;;;;;;;;;;;x,,,,,,
city_empire_of_sinhala;Sunuvararada;;;;;;;;;;;;;x,,,,,,
,,,,,,
###Sinhala Republic TITLES
city_barony_sinhala;Nuvara;;;;;;;;;;;;;x,,,,,,
city_county_sinhala;Mahanuvara;;;;;;;;;;;;;x,,,,,,
city_duchy_sinhala;Nuvararada;;;;;;;;;;;;;x,,,,,,
city_kingdom_sinhala;Mahanuvararada;;;;;;;;;;;;;x,,,,,,
city_empire_sinhala;Sunuvararada;;;;;;;;;;;;;x,,,,,,
,,,,,,
##Sinhala Republic MISC
title_prince_sinhala;Kumara;;;;;;;;;;;;;x,,,,,,
title_prince_female_sinhala;Kumari;;;;;;;;;;;;;x,,,,,,
,,,,,,
###Sinhala Temple RULERS
temple_baron_nasrini_sinhala;Apikava;;;;;;;;;;;;;x,,,,,,
temple_baron_female_nasrini_sinhala;Apikavana;;;;;;;;;;;;;x,,,,,,
temple_count_nasrini_sinhala;Radapikava;;;;;;;;;;;;;x,,,,,,
temple_count_female_nasrini_sinhala;Radapikavana;;;;;;;;;;;;;x,,,,,,
temple_duke_nasrini_sinhala;Mahapikava;;;;;;;;;;;;;x,,,,,,
temple_duke_female_nasrini_sinhala;Mahapikavana;;;;;;;;;;;;;x,,,,,,
temple_king_nasrini_sinhala;Mahapiya;;;;;;;;;;;;;x,,,,,,
temple_king_female_nasrini_sinhala;Mahamava;;;;;;;;;;;;;x,,,,,,
temple_emperor_nasrini_sinhala;Sumahapiya;;;;;;;;;;;;;x,,,,,,
temple_emperor_female_nasrini_sinhala;Sumahamava;;;;;;;;;;;;;x,,,,,,
,,,,,,
###Sinhala Temple TITLES_OF
temple_barony_of_nasrini_sinhala;Dokesisa;;;;;;;;;;;;;x,,,,,,
temple_county_of_nasrini_sinhala;Dokesisa;;;;;;;;;;;;;x,,,,,,
temple_duchy_of_nasrini_sinhala;Mahadokesisa;;;;;;;;;;;;;x,,,,,,
temple_kingdom_of_nasrini_sinhala;Mahapiyata;;;;;;;;;;;;;x,,,,,,
temple_empire_of_nasrini_sinhala;Sumahapiyata;;;;;;;;;;;;;x,,,,,,
,,,,,,
###Sinhala Temple TITLES
temple_barony_nasrini_sinhala;Dokesisa;;;;;;;;;;;;;x,,,,,,
temple_county_nasrini_sinhala;Dokesisa;;;;;;;;;;;;;x,,,,,,
temple_duchy_nasrini_sinhala;Mahadokesisa;;;;;;;;;;;;;x,,,,,,
temple_kingdom_nasrini_sinhala;Mahapiyata;;;;;;;;;;;;;x,,,,,,
temple_empire_nasrini_sinhala;Sumahapiyata;;;;;;;;;;;;;x,,,,,,
,,,,,,
##Sinhala Temple JOBS
job_spiritual_sinhala;Kapelana;;;;;;;;;;;x,,,,,,

###Konkani Feudal RULERS
count_konkani;Conde;;;;;;;;;;;;;x,,,,,,
count_female_konkani;Condessa;;;;;;;;;;;;;x,,,,,,
duke_konkani;Duque;;;;;;;;;;;;;x,,,,,,
duke_female_konkani;Duquesa;;;;;;;;;;;;;x,,,,,,
king_konkani;Rei;;;;;;;;;;;;;x,,,,,,
king_female_konkani;Rainha;;;;;;;;;;;;;x,,,,,,
emperor_konkani;Imperador;;;;;;;;;;;;;x,,,,,,
emperor_female_konkani;Imperatriz;;;;;;;;;;;;;x,,,,,,
