#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
##ANGREZI
###RULERS
baron_angrezi;Baren;;;;;;;;;;;;;x
baron_female_angrezi;Baren;;;;;;;;;;;;;x
count_angrezi;Caniccener;;;;;;;;;;;;;x
count_female_angrezi;Caniccener;;;;;;;;;;;;;x
duke_angrezi;Gavernar;;;;;;;;;;;;;x
duke_female_angrezi;Gavernar;;;;;;;;;;;;;x
king_angrezi;Precedent;;;;;;;;;;;;;x
king_female_angrezi;Precedent;;;;;;;;;;;;;x
emperor_angrezi;Vicerai;;;;;;;;;;;;;x
emperor_female_angrezi;Vicerai;;;;;;;;;;;;;x
###TITLES
barony_of_tamil;Bareni sef;;;;;;;;;;;;;x
county_of_angrezi;Dectrekt sef;;;;;;;;;;;;;x
duchy_of_angrezi;Pravence sef;;;;;;;;;;;;;x
kingdom_of_angrezi;Precedenci sef;;;;;;;;;;;;;x
empire_of_angrezi;Viceraeielti sef;;;;;;;;;;;;;x
barony_angrezi;Bareni;;;;;;;;;;;;;x
county_angrezi;Dectrekt;;;;;;;;;;;;;x
duchy_angrezi;Pravence;;;;;;;;;;;;;x
kingdom_angrezi;Precedenci;;;;;;;;;;;;;x
empire_angrezi;Viceraeielti;;;;;;;;;;;;;x

#BRITISH CONQUEST CB
CB_NAME_BRITISH_INVASION;British Invasion;;;;;;;;;;;;;x
WAR_NAME_BRITISH_INVASION;British Invasion;;;;;;;;;;;;;x
british_invasion_desc;We can wage a war to bring the Indian lands under the Queen's authority;;;;;;;;;;;;;x
