#### FEUDAL


##Dravidian Feudal RULERS
baron_dravidian_group;Baron;;;;;;;;;;;;;x,,,,,,
baron_female_dravidian_group;Baroness;;;;;;;;;;;;;x,,,,,,
count_dravidian_group;Count;;;;;;;;;;;;;x,,,,,,
count_female_dravidian_group;Countess;;;;;;;;;;;;;x,,,,,,
duke_dravidian_group;Raja;;;;;;;;;;;;;x,,,,,,
duke_female_dravidian_group;Rani;;;;;;;;;;;;;x,,,,,,
king_dravidian_group;Maharaja;;;;;;;;;;;;;x,,,,,,
king_female_dravidian_group;Maharani;;;;;;;;;;;;;x,,,,,,
emperor_dravidian_group;Rajadhiraja;;;;;;;;;;;;;x,,,,,,
emperor_female_dravidian_group;Rajadhirajani;;;;;;;;;;;;;x,,,,,,
,,,,,,
##Dravidian Feudal TITLES_OF,,,,,,
barony_of_dravidian_group;Barony of;;;;;;;;;;;;;x,,,,,,
county_of_dravidian_group;County of;;;;;;;;;;;;;x,,,,,,
duchy_of_dravidian_group;Rajyam;;;;;;;;;;;;;x,,,,,,
kingdom_of_dravidian_group;Maharajyam;;;;;;;;;;;;;x,,,,,,
empire_of_dravidian_group;Samrajyam;;;;;;;;;;;;;x,,,,,,
,,,,,,
##Dravidian TITLES,,,,,,
barony_dravidian_group;Barony;;;;;;;;;;;;;x,,,,,,
county_dravidian_group;County;;;;;;;;;;;;;x,,,,,,
duchy_dravidian_group;Rajyam;;;;;;;;;;;;;x,,,,,,
kingdom_dravidian_group;Maharajyam;;;;;;;;;;;;;x,,,,,,
empire_dravidian_group;Samrajyam;;;;;;;;;;;;;x,,,,,,
,,,,,,
##Konkani Feudal RULERS
count_konkani;Conde;;;;;;;;;;;;;x,,,,,,
count_female_konkani;Condessa;;;;;;;;;;;;;x,,,,,,
duke_konkani;Duque;;;;;;;;;;;;;x,,,,,,
duke_female_konkani;Duquesa;;;;;;;;;;;;;x,,,,,,
king_konkani;Rei;;;;;;;;;;;;;x,,,,,,
king_female_konkani;Rainha;;;;;;;;;;;;;x,,,,,,
emperor_konkani;Imperador;;;;;;;;;;;;;x,,,,,,
emperor_female_konkani;Imperatriz;;;;;;;;;;;;;x,,,,,,
##Assamese Feudal RULERS
count_assamese;Count;;;;;;;;;;;;;x,,,,,,
count_female_assamese;Countess;;;;;;;;;;;;;x,,,,,,
duke_assamese;Raaja;;;;;;;;;;;;;x,,,,,,
duke_female_assamese;Raani;;;;;;;;;;;;;x,,,,,,
king_assamese;Swargadeo;;;;;;;;;;;;;x,,,,,,
