#This file was generated by a Python script, please don't edit it manually!
EVTDESC5001;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_always_bet_on_duke] achievement.;;;;;;;;;;;;;x
EVTDESC5002;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_better_be_emperor] achievement.;;;;;;;;;;;;;x
EVTDESC5003;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_beyond_the_indus] achievement.;;;;;;;;;;;;;x
EVTDESC5004;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_black_bishop] achievement.;;;;;;;;;;;;;x
EVTDESC5005;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_black_pope] achievement.;;;;;;;;;;;;;x
EVTDESC5006;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_black_widow] achievement.;;;;;;;;;;;;;x
EVTDESC5007;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_blessed_reign_in_africa] achievement.;;;;;;;;;;;;;x
EVTDESC5008;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_brings_benefit] achievement.;;;;;;;;;;;;;x
EVTDESC5009;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_bring_it_on] achievement.;;;;;;;;;;;;;x
EVTDESC5010;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_by_the_gods] achievement.;;;;;;;;;;;;;x
EVTDESC5011;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_casanova] achievement.;;;;;;;;;;;;;x
EVTDESC5012;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_celebrity] achievement.;;;;;;;;;;;;;x
EVTDESC5013;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_crusader] achievement.;;;;;;;;;;;;;x
EVTDESC5014;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_dark_lord] achievement.;;;;;;;;;;;;;x
EVTDESC5015;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_death_do_us_part] achievement.;;;;;;;;;;;;;x
EVTDESC5016;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_decadent_warrior] achievement.;;;;;;;;;;;;;x
EVTDESC5017;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_divine_blood] achievement.;;;;;;;;;;;;;x
EVTDESC5018;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_doge_elect] achievement.;;;;;;;;;;;;;x
EVTDESC5019;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_dragon_blood] achievement.;;;;;;;;;;;;;x
EVTDESC5020;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_dream_home] achievement.;;;;;;;;;;;;;x
EVTDESC5021;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_dwarf_fortress] achievement.;;;;;;;;;;;;;x
EVTDESC5022;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_empressive] achievement.;;;;;;;;;;;;;x
EVTDESC5023;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_eternity_denied] achievement.;;;;;;;;;;;;;x
EVTDESC5024;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_exalted_among_men] achievement.;;;;;;;;;;;;;x
EVTDESC5025;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_family_bliss] achievement.;;;;;;;;;;;;;x
EVTDESC5026;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_family_first] achievement.;;;;;;;;;;;;;x
EVTDESC5027;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_follow_me] achievement.;;;;;;;;;;;;;x
EVTDESC5028;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_from_servant_to_saint] achievement.;;;;;;;;;;;;;x
EVTDESC5029;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_full_house] achievement.;;;;;;;;;;;;;x
EVTDESC5030;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_good_to_be_king] achievement.;;;;;;;;;;;;;x
EVTDESC5031;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_go_west_young_mongol] achievement.;;;;;;;;;;;;;x
EVTDESC5032;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_great_hunter] achievement.;;;;;;;;;;;;;x
EVTDESC5033;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_headhunter] achievement.;;;;;;;;;;;;;x
EVTDESC5034;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_history_is_in_my_blood] achievement.;;;;;;;;;;;;;x
EVTDESC5035;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_holy_smoke] achievement.;;;;;;;;;;;;;x
EVTDESC5036;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_hospitable] achievement.;;;;;;;;;;;;;x
EVTDESC5037;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_in_the_family] achievement.;;;;;;;;;;;;;x
EVTDESC5038;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_i_am_the_law] achievement.;;;;;;;;;;;;;x
EVTDESC5039;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_i_can_see_its_stripes] achievement.;;;;;;;;;;;;;x
EVTDESC5040;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_i_do_not_play_chess] achievement.;;;;;;;;;;;;;x
EVTDESC5041;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_lets_go_out_into_the_field] achievement.;;;;;;;;;;;;;x
EVTDESC5042;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_lets_play] achievement.;;;;;;;;;;;;;x
EVTDESC5043;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_love_is_a_battlefield] achievement.;;;;;;;;;;;;;x
EVTDESC5044;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_many_arrows] achievement.;;;;;;;;;;;;;x
EVTDESC5045;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_merchant_prince] achievement.;;;;;;;;;;;;;x
EVTDESC5046;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_mudslinger] achievement.;;;;;;;;;;;;;x
EVTDESC5047;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_my_very_own_subcontinent] achievement.;;;;;;;;;;;;;x
EVTDESC5048;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_new_ways] achievement.;;;;;;;;;;;;;x
EVTDESC5049;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_not_a_tribe] achievement.;;;;;;;;;;;;;x
EVTDESC5050;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_no_solicitors] achievement.;;;;;;;;;;;;;x
EVTDESC5051;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_off_with_their_heads] achievement.;;;;;;;;;;;;;x
EVTDESC5052;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_one_is_not_amused] achievement.;;;;;;;;;;;;;x
EVTDESC5053;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_over_your_dead_body] achievement.;;;;;;;;;;;;;x
EVTDESC5054;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_pagan_fury] achievement.;;;;;;;;;;;;;x
EVTDESC5055;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_papal_mache] achievement.;;;;;;;;;;;;;x
EVTDESC5056;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_paragon_of_virtue] achievement.;;;;;;;;;;;;;x
EVTDESC5057;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_pay_to_win] achievement.;;;;;;;;;;;;;x
EVTDESC5058;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_peace_in_our_time] achievement.;;;;;;;;;;;;;x
EVTDESC5059;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_pentarch] achievement.;;;;;;;;;;;;;x
EVTDESC5060;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_pilgrim] achievement.;;;;;;;;;;;;;x
EVTDESC5061;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_prodigious_five] achievement.;;;;;;;;;;;;;x
EVTDESC5062;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_res_publica] achievement.;;;;;;;;;;;;;x
EVTDESC5063;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_royal_blood] achievement.;;;;;;;;;;;;;x
EVTDESC5064;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_run_with_the_wolf] achievement.;;;;;;;;;;;;;x
EVTDESC5065;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_saint] achievement.;;;;;;;;;;;;;x
EVTDESC5066;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_saint_thomas_dream] achievement.;;;;;;;;;;;;;x
EVTDESC5067;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_scarrrrrred_for_life] achievement.;;;;;;;;;;;;;x
EVTDESC5068;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_shadow_prince] achievement.;;;;;;;;;;;;;x
EVTDESC5069;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_someone_paid_to_win] achievement.;;;;;;;;;;;;;x
EVTDESC5070;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_stargazer] achievement.;;;;;;;;;;;;;x
EVTDESC5071;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_steppe_by_steppe] achievement.;;;;;;;;;;;;;x
EVTDESC5072;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_sword_ploughshare] achievement.;;;;;;;;;;;;;x
EVTDESC5073;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_ten_thrones] achievement.;;;;;;;;;;;;;x
EVTDESC5074;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_there_can_be_only_one] achievement.;;;;;;;;;;;;;x
EVTDESC5075;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_the_holy_places] achievement.;;;;;;;;;;;;;x
EVTDESC5076;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_the_marriage_game] achievement.;;;;;;;;;;;;;x
EVTDESC5077;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_the_yes_men] achievement.;;;;;;;;;;;;;x
EVTDESC5078;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_to_mecca] achievement.;;;;;;;;;;;;;x
EVTDESC5079;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_trade_empire] achievement.;;;;;;;;;;;;;x
EVTDESC5080;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_turbulent_priest] achievement.;;;;;;;;;;;;;x
EVTDESC5081;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_typhoid_mary] achievement.;;;;;;;;;;;;;x
EVTDESC5082;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_were_in_business] achievement.;;;;;;;;;;;;;x
EVTDESC5083;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_wise_guy] achievement.;;;;;;;;;;;;;x
EVTDESC5084;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_you_owe_me] achievement.;;;;;;;;;;;;;x
EVTDESC5085;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_zero_to_hero] achievement.;;;;;;;;;;;;;x
EVTDESC5086;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_bloody_line] achievement.;;;;;;;;;;;;;x
EVTDESC5087;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_a_pope_of_my_own] achievement.;;;;;;;;;;;;;x
EVTDESC5088;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_all_three_popes] achievement.;;;;;;;;;;;;;x
EVTDESC5089;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_in_varietate_concordia] achievement.;;;;;;;;;;;;;x
EVTDESC5090;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_who_are_we_playing_against] achievement.;;;;;;;;;;;;;x
EVTDESC5091;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_north] achievement.;;;;;;;;;;;;;x
EVTDESC5092;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_liberte] achievement.;;;;;;;;;;;;;x
EVTDESC5093;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_egalite] achievement.;;;;;;;;;;;;;x
EVTDESC5094;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_fraternite] achievement.;;;;;;;;;;;;;x
EVTDESC5095;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_419_eater] achievement.;;;;;;;;;;;;;x
EVTDESC5096;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_no_deal] achievement.;;;;;;;;;;;;;x
EVTDESC5097;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_ireland_through_us] achievement.;;;;;;;;;;;;;x
EVTDESC5098;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_cant_trust_the_irish] achievement.;;;;;;;;;;;;;x
EVTDESC5099;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_not_so_lonely] achievement.;;;;;;;;;;;;;x
EVTDESC5100;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_return_of_zoroaster] achievement.;;;;;;;;;;;;;x
EVTDESC5101;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_laudable] achievement.;;;;;;;;;;;;;x
EVTDESC5102;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_atta_turk] achievement.;;;;;;;;;;;;;x
EVTDESC5103;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_purple_phoenix] achievement.;;;;;;;;;;;;;x
EVTDESC5104;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_community_feedback] achievement.;;;;;;;;;;;;;x
EVTDESC5105;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_the_natural_state] achievement.;;;;;;;;;;;;;x
EVTDESC5106;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_one_more_try] achievement.;;;;;;;;;;;;;x
EVTDESC5107;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_silver_chariot] achievement.;;;;;;;;;;;;;x
EVTDESC5108;Thanks to your hard work, you have complited [This.Get_ACHIEVEMENTS_intriguing_reading] achievement.;;;;;;;;;;;;;x
